new_year,country_iso3,constant_2022_USD_billions,variable_name,dataset_name,source
2023,ROU,116135424.56195419,Ukraine Humanitarian Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,ROU,799598.0811624447,Ukraine Military Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,SVK,5088042.442638131,Ukraine Financial Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,SVK,1872399.6188908322,Ukraine Humanitarian Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,SVK,473810876.2015984,Ukraine Military Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,SVN,508575.28235389444,Ukraine Humanitarian Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,SVN,10019055.684194587,Ukraine Military Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,SWE,595248160.0489746,Ukraine Humanitarian Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,SWE,1653421579.8252118,Ukraine Military Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,TWN,0,Ukraine Humanitarian Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
2023,USA,0,Ukraine Military Aid,Kiel Ukraine Tracker,https://www.ifw-kiel.de/publications/ukraine-support-tracker-data-20758/
