Smry_Ctgry,State,Srvc_Ctgry,Prvdr_ID,Prvdr_Name,Prvdr_City,Prvdr_ZIP,Bene_Dstnct_Cnt,Tot_Epsd_Stay_Cnt,Tot_Srvc_Days,Bene_LE_7_Srvc_Days_Pct,Bene_LE_30_Srvc_Days_Pct,Bene_GE_60_Srvc_Days_Pct,Bene_GE_180_Srvc_Days_Pct,Tot_Chrg_Amt,Tot_Mdcr_Stdzd_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Outlier_Pymt_Amt,Tot_Alowd_Amt,Tot_Coinsrnc_Amt,Bene_MA_Pct,Bene_Dual_Pct,Bene_Rrl_Pct,Bene_Avg_Age,Bene_Male_Pct,Bene_Feml_Pct,Bene_Race_Wht_Pct,Bene_Race_Black_Pct,Bene_Race_API_Pct,Bene_Race_Hspnc_Pct,Bene_Race_Natind_Pct,Bene_Race_Othr_Pct,Bene_Avg_Risk_Scre,Bene_Avg_CC_Cnt,Bene_CC_AF_Pct,Bene_CC_Alzhmr_Pct,Bene_CC_Asthma_Pct,Bene_CC_Cncr_Pct,Bene_CC_CHF_Pct,Bene_CC_CKD_Pct,Bene_CC_COPD_Pct,Bene_CC_Dprssn_Pct,Bene_CC_Dbts_Pct,Bene_CC_Hyplpdma_Pct,Bene_CC_Hyprtnsn_Pct,Bene_CC_IHD_Pct,Bene_CC_Opo_Pct,Bene_CC_RAOA_Pct,Bene_CC_Sz_Pct,Bene_CC_Strok_Pct,Bene_Prmry_Dx_Cncr_Pct,Bene_Prmry_Dx_COPD_Pct,Bene_Prmry_Dx_Rsprtryfailr_Pct,Bene_Prmry_Dx_Dmnt_Pct,Bene_Prmry_Dx_Strok_Pct,Bene_Prmry_Dx_CHF_Pct,Bene_Prmry_Dx_Hyprtnsn_Pct,Bene_Prmry_Dx_Othrcrdvsclr_Pct,Bene_Prmry_Dx_Infctn_Pct,Bene_Prmry_Dx_Ortho_Pct,Bene_Prmry_Dx_Injury_Pct,Bene_Prmry_Dx_Mtr_Nrl_Pct,Bene_Prmry_Dx_Dbts_Pct,Bene_Prmry_Dx_Skn_Pct,Bene_Prmry_Dx_Aftrcre_Pct,Nrsng_Visits_Cnt,PT_Visits_Cnt,OT_Visits_Cnt,SLP_Visits_Cnt,MSW_Visits_Cnt,Aide_Visits_Cnt,Physn_Visits_Cnt,Tot_Nrsng_Mnts,Tot_PT_Mnts,Tot_OT_Mnts,Tot_SLP_Mnts,Tot_MSW_Mnts,Tot_Aide_Mnts,Nrsng_Mnts_Avg_7_Day_Prior_Death,MSW_Mnts_Avg_7_Day_Prior_Death,Aide_Mnts_Avg_7_Day_Prior_Death,Tot_Asmt_Cnt,Asmt_10_Mnts_RV_Thrshld_Pct,Asmt_10_Mnts_RU_Thrshld_Pct,Srvc_Site_Days_Home_Pct,Srvc_Site_Days_Astd_Lvg_Fac_Pct,Srvc_Site_Days_LTCF_Pct,Srvc_Site_Days_SNF_Pct,Srvc_Site_Days_IP_Pct,Srvc_Site_Days_IP_Hospc_Pct,Dschrg_Cmnty_Slfcr_Pct,Dschrg_IP_Pct,Dschrg_HH_Pct,Dschrg_SNF_Pct,Dschrg_IRF_Pct,Dschrg_Hospc_Pct,Dschrg_Death_Pct,Dschrg_Unk_Pct,Dschrg_Hospc_Lv_Pct,Hospc_RHC_Days_Pct,Tot_HH_LUPA_Epsds_Cnt,HHRG_Low_Thrpy_Erly_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Erly_Epsd_Day_Pct,HHRG_Low_Thrpy_Lte_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Lte_Epsd_Day_Pct,HHRG_High_Thrpy_Epsd_Day_Pct,RUG_AAA_Days_Pct,RUG_Rehab_Days_Pct,RUG_Very_High_Rehab_Days_Pct,RUG_Ultra_High_Rehab_Days_Pct,RUG_Clncl_Cmplx_Days_Pct,RUG_Rdcd_Phys_Fnctng_Days_Pct,RUG_Spcl_High_Care_Days_Pct,RUG_Bhvrl_Smptm_Days_Pct,RUG_Extnsv_Srvc_Days_Pct,CMG_Strok_Days_Pct,CMG_Injury_Trma_Days_Pct,CMG_Ortho_Days_Pct,CMG_Arthrts_Days_Pct,CMG_Crdvsclr_Plmnry_Days_Pct,CMG_Nrlgcl_Days_Pct,CMG_Othr_Days_Pct
NATION,NATIONAL TOTAL,HH,NATION,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,3416037,6558889,294505866,0.05,0.32,0.35,0.11,18560900554,18479706674,17730137489,316425996.4,NA,NA,0.01,0.25,0.2,77,0.38,0.62,0.76,0.13,0.02,0.08,0,0.01,2.1,5.8,0.2,0.31,0.13,0.14,0.41,0.43,0.31,0.38,0.45,0.64,0.89,0.55,0.15,0.59,0.09,0.12,0.03,0.04,0,0.02,0.04,0.06,0.05,0.07,0.06,0.1,0.1,0.05,0.06,0.03,0.28,55265897,31113357,7758865,1571251,841131,13030676,NA,2478518760,1446093510,366700845,76165425,47380485,797166780,NA,NA,NA,NA,NA,NA,0.93,0.07,NA,NA,NA,NA,0.44,0.03,NA,NA,NA,0.01,0.01,0.03,NA,NA,570050,0.5,0.1,0.31,0.02,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NATION,NATIONAL TOTAL,HOS,NATION,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,1323223,1415119,91971057,0.27,0.49,0.33,0.13,27291336265,15243373201,15066893241,NA,NA,NA,0.29,0.25,0.19,82,0.41,0.59,0.84,0.08,0.01,0.06,0,0.01,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.07,0.02,0.2,0.08,0.1,0,0.08,0.02,0,0,0.05,0,0,0,24891737,NA,NA,NA,5146310,29246121,1477898,1758748395,NA,NA,NA,253125735,1977303285,73.3,5.9,23.3,NA,NA,NA,0.56,0.16,0.18,0.07,0.01,0.01,NA,NA,NA,NA,NA,NA,0.68,NA,0.12,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NATION,NATIONAL TOTAL,IRF,NATION,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,347349,385135,4900209,0.15,0.95,NA,NA,15533001054,6965559094,7056848174,244581446.5,7177408330,50188496,0.01,0.17,0.18,76,0.43,0.57,0.81,0.11,0.02,0.06,0,0.01,2,6.5,0.27,0.28,0.13,0.16,0.44,0.49,0.32,0.44,0.47,0.75,0.93,0.6,0.2,0.62,0.1,0.31,0,0,0,0,0.01,0,0,0,0,0.02,0.02,0.01,0,0,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371163,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.09,0.47,0.17,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.17,0.26,0.01,0.06,0.12,0.15
NATION,NATIONAL TOTAL,LTC,NATION,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,121364,137556,3637785,0.07,0.65,0.07,NA,19426978525,5296411306,5165000880,486870761.3,5516501355,335461247,0.01,0.4,0.2,71,0.51,0.49,0.67,0.2,0.02,0.1,0.01,0.01,3.6,7.3,0.29,0.37,0.17,0.14,0.68,0.74,0.54,0.5,0.64,0.64,0.93,0.68,0.12,0.5,0.17,0.2,0.01,0.02,0.29,0,0.01,0.02,0.01,0.03,0.2,0.05,0.13,0.01,0.04,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.09,0.19,0.34,0.06,0.03,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NATION,NATIONAL TOTAL,SNF,NATION,NATIONAL TOTAL,NATIONAL TOTAL,NATIONAL TOTAL,1778725,2503681,66985024,0.11,0.55,0.18,NA,44806909966,27900876973,27122439056,NA,32867107202,5744668146,0.02,0.32,0.21,79,0.38,0.62,0.82,0.1,0.02,0.05,0,0.01,2.3,6.6,0.26,0.46,0.12,0.16,0.5,0.54,0.36,0.47,0.46,0.65,0.91,0.59,0.19,0.58,0.16,0.17,0.02,0.02,0.01,0.02,0.04,0.03,0.01,0.05,0.1,0.09,0.09,0.03,0.01,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA,828712807,763711142,211313120,NA,NA,NA,NA,NA,3075167,0.54,0.69,NA,NA,NA,NA,NA,NA,0.35,0.19,0.07,NA,NA,0,0.03,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.12,0.24,0.57,0.02,0.01,0.04,0,0.01,NA,NA,NA,NA,NA,NA,NA
STATE,AK,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,2083,3062,116672,0.04,0.42,0.2,0.06,10304674.3,8064692.67,9438426.89,47658.51,NA,NA,0,0.38,0.4,76,0.38,0.62,0.79,0.03,0.04,0.02,0.1,0.01,2,5.1,0.2,0.3,0.11,0.15,0.34,0.43,0.28,0.34,0.4,0.47,0.8,0.4,0.14,0.53,0.07,0.1,0.04,0.02,0,0.01,0.04,0.03,0.02,0.04,0.06,0.04,0.07,0.03,0.04,0.05,0.42,17908,13858,3366,919,1010,3600,NA,964560,786015,191955,52770,56760,208950,NA,NA,NA,NA,NA,NA,0.92,0.07,NA,NA,NA,NA,0.55,0.04,NA,NA,NA,0.02,0.02,0.03,NA,NA,419,0.59,0.08,0.22,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AK,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,731,753,34955,0.24,0.53,0.23,0.07,15139908.6,5448210.94,6225977.81,NA,NA,NA,0.01,0.35,0.27,80,0.39,0.61,0.79,0.02,0.05,0.02,0.1,0.02,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.06,0.01,0.22,0.06,0.12,0,0.03,0.01,0,0,0.03,0,0,0,6792,NA,NA,NA,1913,3520,227,330450,NA,NA,NA,63195,161520,28,3.5,6.6,NA,NA,NA,0.68,0.29,0.02,0,0.01,0,NA,NA,NA,NA,NA,NA,0.73,NA,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AK,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,168,173,2187,0.11,0.97,NA,NA,11873663.26,3346231.18,3905520.36,409197.34,3969664.36,36176,NA,0.28,0.37,74,0.58,0.42,0.68,0.01,0.04,0.04,0.21,0.02,1.5,5.5,0.21,0.15,0.1,0.13,0.3,0.42,0.24,0.36,0.38,0.73,0.9,0.4,0.14,0.55,0.03,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.08,0.39,0.03,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.25,0.14,0,0.03,0.02,0.12
STATE,AK,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,156,161,5796,0.07,0.47,0.13,NA,35514603.66,9592122.91,12217805.74,5505103.11,12882989.74,628736,NA,0.52,0.39,69,0.6,0.4,0.74,0.03,0.04,0.04,0.15,0.01,3.1,6.1,0.26,0.17,0.12,0.13,0.56,0.74,0.38,0.44,0.62,0.53,0.87,0.57,0.15,0.44,0.06,0.1,0,0,0.26,0,0,0,0,0.04,0.12,0.06,0.19,0,0.1,0.02,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.15,0.14,0.24,0.05,0.02,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AK,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,623,740,21016,0.13,0.52,0.14,NA,30166609.05,6561175.99,7899492.09,NA,9652348.09,1752856,NA,0.42,0.42,77,0.43,0.57,0.81,0.04,0.03,0.02,0.09,0.01,2.1,5.9,0.29,0.35,0.11,0.14,0.42,0.51,0.33,0.41,0.46,0.58,0.87,0.48,0.23,0.52,0.07,0.17,0.03,0.01,0.02,0.01,0.04,0.01,0,0.03,0.03,0.06,0.12,0.01,0,0.02,0.57,NA,NA,NA,NA,NA,NA,NA,NA,189350,137357,30470,NA,NA,NA,NA,NA,862,0.17,0.27,NA,NA,NA,NA,NA,NA,0.38,0.13,0.06,NA,NA,0.01,0.06,0.17,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.36,0.22,0.13,0.11,0.04,0.12,0,0.01,NA,NA,NA,NA,NA,NA,NA
STATE,AL,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,71230,143672,7048277,0.04,0.19,0.44,0.13,382740611.3,407405474.3,329611950.1,418009.43,NA,NA,0,0.14,0.33,76,0.37,0.63,0.78,0.21,0,0,0,0,2,5.7,0.2,0.32,0.12,0.13,0.43,0.43,0.33,0.32,0.45,0.61,0.91,0.54,0.13,0.61,0.09,0.13,0.03,0.05,0,0.03,0.05,0.06,0.06,0.07,0.07,0.06,0.09,0.04,0.06,0.03,0.22,1083560,656833,195680,52986,17800,282276,NA,46406175,28386930,8401350,2393085,934755,13340160,NA,NA,NA,NA,NA,NA,0.97,0.02,NA,NA,NA,NA,0.39,0.03,NA,NA,NA,0.02,0.01,0.03,NA,NA,12759,0.5,0.11,0.29,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AL,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,27941,30944,2552394,0.19,0.38,0.43,0.18,615533977.8,401516283.3,351977395.4,NA,NA,NA,0.22,0.19,0.29,80,0.41,0.59,0.81,0.18,0,0,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.1,0.01,0.21,0.08,0.14,0,0.1,0.01,0,0,0.04,0,0,0,667392,NA,NA,NA,104102,793995,4870,39233595,NA,NA,NA,5046705,44800380,63,4.2,19.8,NA,NA,NA,0.79,0.03,0.11,0.06,0,0,NA,NA,NA,NA,NA,NA,0.56,NA,0.17,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AL,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,8471,9434,126042,0.1,0.94,NA,NA,287245043.5,182318298.3,162434084.2,1099740.41,165670705.2,1077504,0,0.09,0.2,76,0.41,0.59,0.78,0.21,0,0,0,0,2.1,6.8,0.27,0.31,0.13,0.16,0.48,0.54,0.35,0.41,0.51,0.76,0.95,0.61,0.23,0.66,0.11,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9321,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.1,0.54,0.14,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.15,0.23,0.01,0.07,0.22,0.11
STATE,AL,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,1706,1821,47287,0.07,0.68,0.05,NA,177623069.9,68432457.22,58040986.88,3872290.92,62551146.88,4205616,0,0.23,0.3,70,0.49,0.51,0.69,0.3,0,0,0,0,3.1,7.1,0.27,0.32,0.16,0.15,0.66,0.74,0.55,0.41,0.64,0.65,0.94,0.65,0.11,0.54,0.12,0.2,0,0,0.32,0,0.01,0.01,0.01,0.03,0.19,0.05,0.18,0,0.04,0.05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.08,0.25,0.29,0.1,0.03,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AL,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,32440,43099,1073885,0.1,0.63,0.15,NA,580932875.9,444936578.5,356639404.6,NA,437822575.3,81183170.69,0,0.26,0.32,78,0.36,0.64,0.8,0.19,0,0,0,0,2.1,6.5,0.23,0.5,0.11,0.14,0.5,0.52,0.37,0.4,0.47,0.63,0.93,0.57,0.17,0.63,0.16,0.19,0.01,0.02,0.01,0.03,0.04,0.02,0.01,0.03,0.06,0.06,0.06,0.02,0.01,0,0.58,NA,NA,NA,NA,NA,NA,NA,NA,12115104,10997375,5485572,NA,NA,NA,NA,NA,49803,0.47,0.59,NA,NA,NA,NA,NA,NA,0.23,0.18,0.21,NA,NA,0,0.03,0.14,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14,0.25,0.53,0.02,0.01,0.05,0,0,NA,NA,NA,NA,NA,NA,NA
STATE,AR,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,35123,67476,3206600,0.04,0.24,0.38,0.12,200800243.2,185175174.1,154385475.6,1291552.1,NA,NA,0,0.21,0.49,76,0.37,0.63,0.87,0.11,0,0.01,0,0,2,5.6,0.21,0.31,0.1,0.14,0.45,0.41,0.33,0.35,0.41,0.54,0.88,0.57,0.15,0.54,0.11,0.13,0.03,0.05,0,0.01,0.04,0.07,0.05,0.07,0.07,0.08,0.1,0.05,0.06,0.03,0.24,557362,318219,58024,20951,3956,210001,NA,22578720,12898230,2325030,924315,198675,12120915,NA,NA,NA,NA,NA,NA,0.96,0.03,NA,NA,NA,NA,0.4,0.03,NA,NA,NA,0.01,0.01,0.03,NA,NA,6559,0.48,0.09,0.32,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AR,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,14666,15424,921785,0.33,0.56,0.28,0.12,268002763.8,158121363.6,140940051.6,NA,NA,NA,0.15,0.3,0.43,80,0.42,0.58,0.9,0.08,0,0.01,0.01,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.09,0.03,0.2,0.08,0.09,0,0.07,0.02,0,0,0.04,0,0,0,236001,NA,NA,NA,54395,340917,20756,12071895,NA,NA,NA,2405355,20106780,33.6,3.3,16.2,NA,NA,NA,0.59,0.04,0.31,0.01,0.01,0.03,NA,NA,NA,NA,NA,NA,0.71,NA,0.11,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AR,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,8735,9760,118416,0.16,0.96,NA,NA,280777292.4,171311091.9,156954091.1,1316389.04,160155049.7,840984,0,0.17,0.4,76,0.39,0.61,0.89,0.08,0,0.01,0.01,0,1.9,6.4,0.25,0.32,0.11,0.15,0.47,0.47,0.34,0.42,0.44,0.66,0.93,0.61,0.24,0.59,0.12,0.25,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9663,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.09,0.49,0.15,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.13,0.29,0.01,0.05,0.17,0.15
STATE,AR,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,1400,1498,38091,0.07,0.66,0.03,NA,164955178.1,59460954.76,52154549.84,1915768.68,54267389.84,1941672,0,0.36,0.38,69,0.5,0.5,0.83,0.11,0.01,0.02,0.03,0.01,3.1,6.9,0.27,0.31,0.14,0.13,0.68,0.72,0.51,0.48,0.58,0.55,0.91,0.67,0.12,0.47,0.19,0.16,0.01,0.01,0.3,0,0,0.01,0,0.04,0.19,0.07,0.16,0,0.04,0.09,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.09,0.17,0.26,0.11,0.05,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AR,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,18497,26615,709511,0.11,0.52,0.19,NA,464004505.9,293874544.2,241697938.1,NA,303197709.5,61499771.38,0,0.39,0.48,79,0.37,0.63,0.89,0.09,0,0.01,0,0,2.1,6.6,0.25,0.56,0.1,0.14,0.53,0.51,0.37,0.47,0.43,0.55,0.91,0.61,0.19,0.54,0.23,0.2,0.01,0.03,0.01,0.03,0.06,0.04,0.01,0.05,0.17,0.06,0.12,0.03,0.01,0,0.27,NA,NA,NA,NA,NA,NA,NA,NA,8432280,7239081,3675508,NA,NA,NA,NA,NA,33333,0.69,0.78,NA,NA,NA,NA,NA,NA,0.29,0.21,0.03,NA,NA,0,0.02,0.15,NA,NA,NA,NA,NA,NA,NA,NA,0,0.12,0.24,0.57,0.02,0.01,0.04,0,0.01,NA,NA,NA,NA,NA,NA,NA
STATE,AZ,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,42084,62404,2267415,0.06,0.49,0.19,0.04,166140497,172141124.5,170249895.6,648946.32,NA,NA,0,0.13,0.13,78,0.4,0.6,0.86,0.03,0.01,0.07,0.02,0.01,2,5.6,0.23,0.29,0.13,0.16,0.34,0.45,0.29,0.35,0.38,0.62,0.86,0.51,0.17,0.59,0.06,0.13,0.02,0.03,0,0.01,0.04,0.04,0.02,0.06,0.07,0.08,0.13,0.05,0.04,0.04,0.36,422563,315920,92335,18138,9834,68748,NA,20897985,15768105,4639665,948375,590775,3701595,NA,NA,NA,NA,NA,NA,0.9,0.1,NA,NA,NA,NA,0.61,0.04,NA,NA,NA,0.02,0,0.03,NA,NA,6965,0.66,0.11,0.14,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AZ,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,34453,37459,2643101,0.25,0.46,0.38,0.14,724746649.2,434002772.1,444288251.9,NA,NA,NA,0.43,0.21,0.13,82,0.43,0.57,0.86,0.02,0.01,0.09,0.01,0.01,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.09,0.02,0.2,0.07,0.08,0,0.12,0.02,0,0,0.05,0,0,0,659640,NA,NA,NA,169261,654085,41776,38062755,NA,NA,NA,7381005,36311430,40.1,6.2,13,NA,NA,NA,0.53,0.3,0.02,0.05,0,0.02,NA,NA,NA,NA,NA,NA,0.64,NA,0.16,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AZ,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,8202,9103,116633,0.15,0.95,NA,NA,310382263.5,160532481.7,161760272.3,5369474.66,164671654.4,867208,0.01,0.09,0.13,77,0.46,0.54,0.87,0.02,0.01,0.07,0.02,0.01,1.9,6,0.26,0.23,0.13,0.17,0.33,0.47,0.28,0.41,0.39,0.71,0.9,0.52,0.21,0.61,0.08,0.28,0,0,0,0,0.01,0,0,0.01,0,0.03,0.04,0.01,0,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7964,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.08,0.41,0.13,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.18,0.3,0.01,0.04,0.13,0.15
STATE,AZ,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,1649,1801,46727,0.08,0.68,0.06,NA,245520311,73258690.84,73638952.28,7541889.21,77837360.28,4015240,0.01,0.26,0.16,71,0.55,0.45,0.76,0.04,0.01,0.1,0.07,0.01,3.6,6.7,0.35,0.22,0.17,0.16,0.6,0.74,0.49,0.46,0.6,0.63,0.92,0.63,0.1,0.43,0.09,0.17,0,0.01,0.36,0,0.01,0.01,0.01,0.02,0.16,0.07,0.16,0.01,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.12,0.15,0.33,0.08,0.07,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,AZ,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,22138,28727,644953,0.12,0.66,0.08,NA,469713706.6,285432116.5,281162976,NA,325578688,44415712,0.01,0.17,0.18,79,0.41,0.59,0.85,0.03,0.01,0.07,0.04,0.01,2.2,6.1,0.27,0.34,0.14,0.17,0.41,0.53,0.33,0.4,0.41,0.65,0.9,0.56,0.19,0.58,0.09,0.16,0,0.01,0.01,0,0.01,0.01,0,0.02,0.05,0.03,0.04,0.01,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,8627035,8376122,1519366,NA,NA,NA,NA,NA,30202,0.49,0.68,NA,NA,NA,NA,NA,NA,0.46,0.17,0.11,NA,NA,0.01,0.02,0.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.22,0.62,0.03,0.01,0.03,0,0.01,NA,NA,NA,NA,NA,NA,NA
STATE,CA,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,300573,531620,22848116,0.06,0.35,0.31,0.07,1575433994,1422894035,1736119854,50020410.94,NA,NA,0,0.44,0.07,77,0.4,0.6,0.62,0.07,0.1,0.18,0,0.02,2.1,5.7,0.18,0.32,0.14,0.13,0.4,0.42,0.27,0.36,0.46,0.63,0.87,0.54,0.18,0.58,0.08,0.12,0.03,0.03,0,0.01,0.04,0.04,0.07,0.06,0.08,0.13,0.09,0.05,0.08,0.04,0.25,5058707,2143529,362744,71283,105603,442854,NA,254607240,108636240,18728355,3850095,6134295,25306530,NA,NA,NA,NA,NA,NA,0.93,0.06,NA,NA,NA,NA,0.52,0.04,NA,NA,NA,0.01,0.01,0.02,NA,NA,43079,0.73,0.03,0.21,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
