Smry_Ctgry,State,Srvc_Ctgry,Prvdr_ID,Prvdr_Name,Prvdr_City,Prvdr_ZIP,Bene_Dstnct_Cnt,Tot_Epsd_Stay_Cnt,Tot_Srvc_Days,Bene_LE_7_Srvc_Days_Pct,Bene_LE_30_Srvc_Days_Pct,Bene_GE_60_Srvc_Days_Pct,Bene_GE_180_Srvc_Days_Pct,Tot_Chrg_Amt,Tot_Mdcr_Stdzd_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Outlier_Pymt_Amt,Tot_Alowd_Amt,Tot_Coinsrnc_Amt,Bene_MA_Pct,Bene_Dual_Pct,Bene_Rrl_Pct,Bene_Avg_Age,Bene_Male_Pct,Bene_Feml_Pct,Bene_Race_Wht_Pct,Bene_Race_Black_Pct,Bene_Race_API_Pct,Bene_Race_Hspnc_Pct,Bene_Race_Natind_Pct,Bene_Race_Othr_Pct,Bene_Avg_Risk_Scre,Bene_Avg_CC_Cnt,Bene_CC_AF_Pct,Bene_CC_Alzhmr_Pct,Bene_CC_Asthma_Pct,Bene_CC_Cncr_Pct,Bene_CC_CHF_Pct,Bene_CC_CKD_Pct,Bene_CC_COPD_Pct,Bene_CC_Dprssn_Pct,Bene_CC_Dbts_Pct,Bene_CC_Hyplpdma_Pct,Bene_CC_Hyprtnsn_Pct,Bene_CC_IHD_Pct,Bene_CC_Opo_Pct,Bene_CC_RAOA_Pct,Bene_CC_Sz_Pct,Bene_CC_Strok_Pct,Bene_Prmry_Dx_Cncr_Pct,Bene_Prmry_Dx_COPD_Pct,Bene_Prmry_Dx_Rsprtryfailr_Pct,Bene_Prmry_Dx_Dmnt_Pct,Bene_Prmry_Dx_Strok_Pct,Bene_Prmry_Dx_CHF_Pct,Bene_Prmry_Dx_Hyprtnsn_Pct,Bene_Prmry_Dx_Othrcrdvsclr_Pct,Bene_Prmry_Dx_Infctn_Pct,Bene_Prmry_Dx_Ortho_Pct,Bene_Prmry_Dx_Injury_Pct,Bene_Prmry_Dx_Mtr_Nrl_Pct,Bene_Prmry_Dx_Dbts_Pct,Bene_Prmry_Dx_Skn_Pct,Bene_Prmry_Dx_Aftrcre_Pct,Nrsng_Visits_Cnt,PT_Visits_Cnt,OT_Visits_Cnt,SLP_Visits_Cnt,MSW_Visits_Cnt,Aide_Visits_Cnt,Physn_Visits_Cnt,Tot_Nrsng_Mnts,Tot_PT_Mnts,Tot_OT_Mnts,Tot_SLP_Mnts,Tot_MSW_Mnts,Tot_Aide_Mnts,Nrsng_Mnts_Avg_7_Day_Prior_Death,MSW_Mnts_Avg_7_Day_Prior_Death,Aide_Mnts_Avg_7_Day_Prior_Death,Tot_Asmt_Cnt,Asmt_10_Mnts_RV_Thrshld_Pct,Asmt_10_Mnts_RU_Thrshld_Pct,Srvc_Site_Days_Home_Pct,Srvc_Site_Days_Astd_Lvg_Fac_Pct,Srvc_Site_Days_LTCF_Pct,Srvc_Site_Days_SNF_Pct,Srvc_Site_Days_IP_Pct,Srvc_Site_Days_IP_Hospc_Pct,Dschrg_Cmnty_Slfcr_Pct,Dschrg_IP_Pct,Dschrg_HH_Pct,Dschrg_SNF_Pct,Dschrg_IRF_Pct,Dschrg_Hospc_Pct,Dschrg_Death_Pct,Dschrg_Unk_Pct,Dschrg_Hospc_Lv_Pct,Hospc_RHC_Days_Pct,Tot_HH_LUPA_Epsds_Cnt,HHRG_Low_Thrpy_Erly_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Erly_Epsd_Day_Pct,HHRG_Low_Thrpy_Lte_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Lte_Epsd_Day_Pct,HHRG_High_Thrpy_Epsd_Day_Pct,RUG_AAA_Days_Pct,RUG_Rehab_Days_Pct,RUG_Very_High_Rehab_Days_Pct,RUG_Ultra_High_Rehab_Days_Pct,RUG_Clncl_Cmplx_Days_Pct,RUG_Rdcd_Phys_Fnctng_Days_Pct,RUG_Spcl_High_Care_Days_Pct,RUG_Bhvrl_Smptm_Days_Pct,RUG_Extnsv_Srvc_Days_Pct,CMG_Strok_Days_Pct,CMG_Injury_Trma_Days_Pct,CMG_Ortho_Days_Pct,CMG_Arthrts_Days_Pct,CMG_Crdvsclr_Plmnry_Days_Pct,CMG_Nrlgcl_Days_Pct,CMG_Othr_Days_Pct
PROVIDER,IL,HH,148286,"DELUXE HOME HEALTH CARE, LLC",DOWNERS GROVE,60516,60,137,7374,0,*,0.58,0.2,319005.39,413707.8,420787.08,0,NA,NA,0,0.63,0,69,0.32,0.68,*,0.75,*,*,0,*,2.4,6.6,*,0.38,0.3,*,0.45,0.47,0.18,0.38,0.67,0.53,**,**,*,**,*,*,0,0,0,*,*,*,*,*,0,0.18,0,*,0.22,0,*,1153,783,110,*,26,222,NA,62745,35700,5145,420,1425,13050,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.23,*,NA,NA,NA,*,0,*,NA,NA,*,0.55,0.07,0.37,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148287,"COMMUNITY HEALTH SERVICES, LLC",LANSING,60438,109,232,13181,*,*,0.69,*,324617.55,553032.81,562524.66,54.19,NA,NA,0,0.65,0.01,67,0.35,0.65,*,0.93,0,0,0,*,2,6.5,*,0.27,0.27,0.2,0.54,0.41,0.23,0.28,0.68,**,**,0.61,0.14,**,*,0.1,*,*,0,0,*,*,0.3,*,0,0.17,*,*,0.12,0,*,1994,359,0,0,0,15,NA,107010,16710,0,0,0,915,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.34,0.06,NA,NA,NA,0,*,*,NA,NA,*,0.86,0.03,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148288,GOODHOPE HEALTHCARE & HOME HEALTH SVCS INC,MCHENRY,60050,69,252,14431,*,*,0.83,0.61,863668.37,723915,733464.46,223.63,NA,NA,0,0.48,0,76,0.41,0.59,0.42,0.49,*,*,0,*,2.2,6.4,*,0.46,*,*,0.45,0.54,0.17,0.45,0.55,0.64,**,0.64,*,**,*,*,0,0,0,*,0,*,0.17,*,*,0.16,*,*,*,0,0,2464,1177,148,*,*,243,NA,155850,67485,7530,600,60,17970,NA,NA,NA,NA,NA,NA,0.98,0.02,NA,NA,NA,NA,0.21,0,NA,NA,NA,0,0,*,NA,NA,*,0.48,0.2,0.21,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148289,"AMERICAN NATIONAL HOME HEALTHCARE, INC",WEST CHICAGO,60185,48,89,4085,*,0.42,0.29,*,127815.89,213237.66,216838.71,0,NA,NA,0,*,0,78,*,*,0.77,*,0,*,0,0,1.3,4.3,*,0.33,*,*,*,0.27,*,0.25,0.46,0.58,**,0.4,*,0.48,0,*,*,*,0,*,*,*,*,*,*,*,*,*,0,*,0.29,700,214,*,0,0,0,NA,46380,9795,360,0,0,0,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.4,*,NA,NA,NA,*,*,*,NA,NA,*,0.58,0,0.41,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148290,"HOLY MARY HOMEHEALTH CARE, INC",LOMBARD,60148,169,390,20668,*,0.14,0.54,0.21,1073651.33,1014623.1,1032280.32,45.88,NA,NA,0,0.52,0.01,69,0.38,0.62,0.45,0.36,*,0.12,0,*,2.3,6.1,0.15,0.25,0.25,0.09,0.43,0.4,0.36,0.37,0.64,0.6,**,0.56,0.11,**,0.12,0.08,*,*,0,0,*,*,0.12,*,0.13,0.28,*,*,0.1,*,*,3004,1525,117,*,*,408,NA,158025,72000,6090,135,465,31245,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.29,0,NA,NA,NA,0,0,0.06,NA,NA,28,0.56,0.01,0.39,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148291,"ABSOLUTE HOME HEALTHCARE, INC",MATTESON,60443,148,314,17580,0,*,0.69,*,445353.97,673641.65,684215.89,0,NA,NA,0,0.48,0,75,0.3,0.7,0.07,0.89,0,*,0,*,1.7,6.9,*,0.31,0.28,0.12,0.62,0.46,0.33,0.24,0.73,0.69,**,0.68,0.23,**,*,0.14,*,*,0,*,*,*,0.38,*,*,0.2,0,0,0.18,0,0,2684,337,0,0,0,0,NA,154575,15330,0,0,0,0,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.08,0,NA,NA,NA,0,0,0.33,NA,NA,20,0.84,0,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148292,"TRINITY CARE GROUP, LLC",OLYMPIA FIELDS,60461,226,560,30363,*,0.12,0.64,0.27,774845.67,1202515.35,1223328.1,387.17,NA,NA,*,0.49,0,75,0.37,0.63,0.09,0.88,0,*,0,*,1.7,6.4,0.08,0.3,0.27,0.11,0.54,0.31,0.32,0.31,0.59,0.69,**,0.63,0.12,**,0.06,0.09,0,*,0,*,*,*,0.25,*,*,0.36,*,*,0.16,*,*,4900,464,96,*,16,282,NA,253530,21795,4860,60,855,23310,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.29,0.03,NA,NA,NA,0,0,*,NA,NA,16,0.8,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148293,"GET WELL, INC",SKOKIE,60077,71,176,9152,*,*,0.66,0.2,470484.64,400947.77,409159.41,0,NA,NA,0,0.59,0.01,72,0.38,0.62,*,0.62,*,*,0,0,1.7,6.6,*,0.31,0.32,*,0.41,0.37,0.34,0.42,0.61,0.7,**,**,*,**,*,*,0,0,0,0,*,0,0.35,*,0,0.3,*,0,0.17,*,*,1341,701,47,*,50,84,NA,74055,33930,2385,180,2730,5010,NA,NA,NA,NA,NA,NA,0.96,0.04,NA,NA,NA,NA,0.23,*,NA,NA,NA,0,0,*,NA,NA,16,0.83,0.01,0.14,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148295,COMFORT CARE HOME HEALTH CARE,CHICAGO,60619,482,1159,66143,*,0.04,0.75,0.15,3667776.89,2702624.23,2749371.43,3641.47,NA,NA,*,0.52,0,73,0.28,0.72,0.03,0.96,*,*,0,*,1.9,6,0.08,0.26,0.29,0.11,0.48,0.33,0.26,0.22,0.63,0.7,**,0.53,0.1,**,0.04,0.1,*,*,0,*,0.02,0.02,0.26,*,*,0.33,*,0.04,0.16,*,*,10394,4064,210,28,*,3480,NA,621660,227535,12675,1605,495,212115,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.22,*,NA,NA,NA,0,0,0.1,NA,NA,45,0.93,0.02,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148296,"ONE HOME HEALTH AGENCY, LTD",MORTON GROVE,60053,141,261,14158,*,*,0.58,*,552199.04,680467.07,694074.72,0,NA,NA,0,0.86,0,80,0.29,0.71,*,0.09,0.8,*,*,*,2.1,5.6,0.13,0.3,0.18,*,0.38,0.33,0.14,0.2,0.61,0.7,**,0.41,0.33,**,*,0.09,*,*,0,*,0,*,*,*,*,0.33,*,0.13,0.15,*,*,2148,1111,107,15,0,277,NA,116715,53415,4860,855,0,16635,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.53,0,NA,NA,NA,0,0,0,NA,NA,*,0.89,0.04,0.04,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148297,"GRACE HOME HEALTH CARE, INC",CHICAGO,60613,45,120,6726,0,*,0.73,0.29,298980.31,299052.37,304239.25,0,NA,NA,0,0.71,0,74,0.38,0.62,*,*,0.33,0.33,0,*,2,6.2,*,0.29,*,*,0.51,0.38,0.27,0.42,0.62,0.67,**,0.71,*,**,*,*,*,*,0,*,*,0,*,*,*,0.33,*,*,*,0,*,1050,291,25,0,0,56,NA,53910,13335,1275,0,0,3360,NA,NA,NA,NA,NA,NA,0.96,0.04,NA,NA,NA,NA,0.31,0,NA,NA,NA,0,*,*,NA,NA,*,0.78,0.03,0.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148298,ANGEL HOME HEALTH AGENCY SERV CORP,WESTCHESTER,60154,102,245,14023,0,*,0.66,0.24,263462.45,496644.21,505237.2,0,NA,NA,0,0.82,0,64,0.63,0.37,*,0.98,0,*,0,0,2.1,6.3,*,*,0.39,*,0.49,0.46,0.45,0.37,0.65,0.54,**,0.6,*,**,0.12,*,0,*,0,0,0,*,0.31,*,*,0.22,*,*,0.17,0,*,1846,93,0,0,0,0,NA,107520,4200,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.32,*,NA,NA,NA,0,*,0.05,NA,NA,13,0.79,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148299,"RELIANCE HOME HEALTH SERVICES, INC",CHICAGO,60659,42,52,2760,0,*,*,0,103114.99,117598.12,119633.48,0,NA,NA,0,0.4,0,73,0.31,0.69,*,0.79,0,*,0,0,1.4,5.5,*,*,*,*,0.36,0.33,*,*,0.5,0.71,**,0.6,*,**,*,*,*,0,0,*,0,*,0.36,*,0,*,0,0,0.26,*,0,463,40,0,0,*,0,NA,27105,1980,0,0,90,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.33,0,NA,NA,NA,0,0,*,NA,NA,*,0.97,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148300,"RIGHTMED HOME HEALTHCARE, INC",COUNTRYSIDE,60525,23,53,2800,*,*,0.7,*,148589.38,169755.77,172684.11,0,NA,NA,0,0.7,0,71,0.48,0.52,*,0.52,*,*,0,0,2.6,6.4,*,*,*,*,*,*,*,*,**,**,**,0.74,*,**,*,*,0,*,0,0,0,*,*,0,0,*,*,0,*,*,*,375,322,28,0,*,23,NA,21300,15135,1275,0,60,1290,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.26,*,NA,NA,NA,0,0,*,NA,NA,*,0.59,0.01,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148301,"PRECIOUS LIFE HOME HEALTH, LLC",GLENDALE HEIGHTS,60139,86,215,11971,*,*,0.77,0.15,388312.32,463223.41,471215.28,0,NA,NA,0,0.49,0.01,68,0.4,0.6,0.31,0.65,*,*,0,0,1.8,6.2,*,0.3,0.28,*,0.38,0.28,0.29,0.57,0.56,0.59,**,0.58,*,**,0.29,*,0,*,0,*,*,0,0.16,*,*,0.19,0,0,*,*,*,1872,287,43,*,*,93,NA,104715,16425,2115,240,60,5520,NA,NA,NA,NA,NA,NA,0.96,0.04,NA,NA,NA,NA,0.21,*,NA,NA,NA,0,*,*,NA,NA,12,0.7,0.01,0.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148302,FAITH CONNECTIONS HOME HEALTH AND PRO SERVICE CORP,DOLTON,60419,49,123,7205,0,0,0.84,*,160086.23,229582.06,233552.92,0,NA,NA,*,0.59,0,71,0.33,0.67,*,0.96,*,0,0,0,3.1,5.8,*,*,0.24,*,0.57,0.43,0.27,*,0.55,0.57,**,0.71,*,**,0,*,0,*,0,0,0,*,0.63,*,0,*,0,*,*,0,0,975,58,*,0,13,73,NA,51390,2715,45,0,705,4365,NA,NA,NA,NA,NA,NA,0.97,0.02,NA,NA,NA,NA,0.29,*,NA,NA,NA,0,*,*,NA,NA,*,0.65,0,0.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148303,"IMMACULATE HOME HEALTH, INC",CHICAGO,60646,77,149,8245,0,*,0.61,*,227445.49,371110.8,377846.16,0,NA,NA,0,0.56,0,70,0.61,0.39,0.29,0.64,*,*,0,0,1.9,6.4,*,0.31,0.23,*,0.42,0.38,0.23,0.42,0.57,0.62,**,0.66,0.14,**,0.18,*,*,*,0,*,*,*,*,0,*,0.43,0,*,0.17,0,*,1175,423,*,*,12,14,NA,55095,20475,180,135,645,720,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.34,*,NA,NA,NA,*,*,*,NA,NA,*,0.83,0,0.15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148304,"ILLINOIS HOME HEALTH SERVICES, LLC",CHICAGO,60645,31,54,2479,0,*,*,*,100450.54,152184.77,154787.94,0,NA,NA,0,*,0,84,*,*,0.65,*,*,*,0,*,2,6.2,0.35,0.52,*,*,0.58,0.52,*,0.35,*,0.58,**,0.68,*,0.71,*,*,0,*,0,*,*,*,*,*,*,*,*,0,*,*,*,377,209,98,12,*,0,NA,20970,9615,4695,660,135,0,NA,NA,NA,NA,NA,NA,0.93,0.07,NA,NA,NA,NA,0.37,*,NA,NA,NA,0,0,*,NA,NA,*,0.21,0.18,0.45,0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148305,"DIVINE INTERVENTION HEALTHCARE, INC",MATTESON,60443,80,159,8028,*,0.18,0.48,*,309655.64,335953.04,341418.52,0,NA,NA,*,0.36,0,73,0.54,0.46,0.25,0.68,0,*,0,*,2.5,5.8,0.14,0.39,0.19,0.19,0.45,0.5,0.25,0.25,0.5,0.61,**,0.46,0.16,0.65,*,*,*,*,0,*,*,*,*,*,*,0.19,*,*,*,*,*,1030,348,140,19,15,468,NA,65415,16245,7260,1065,555,29205,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.31,*,NA,NA,NA,0,*,0.08,NA,NA,22,0.56,0.01,0.41,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148306,"HEALTH SOLUTIONS AT HOME, INC",EVERGREEN PARK,60805,63,133,6933,*,*,0.62,*,356365.5,449984.46,457769.38,0,NA,NA,0,0.37,0.02,78,0.4,0.6,0.49,*,0,0.43,0,*,1.9,5.8,0.19,0.24,*,*,0.38,0.35,0.21,0.25,0.67,0.75,**,0.56,*,**,*,*,*,*,0,0,*,*,0,*,*,0.43,*,*,*,*,*,1073,847,440,19,*,124,NA,54510,41790,23445,1095,60,7380,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.39,0,NA,NA,NA,*,0,*,NA,NA,*,0.41,0.34,0.18,0.04,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148307,"ASTER HOME HEALTH SERVICES, LLC",CHICAGO,60618,227,425,21427,*,0.15,0.46,0.1,876564.13,1186687.3,1207150.52,0,NA,NA,*,0.64,0,77,0.31,0.69,0.43,0.46,*,0.08,0,*,1.9,6.1,0.17,0.36,0.22,0.11,0.44,0.37,0.23,0.34,0.58,0.6,**,0.61,0.11,**,0.07,0.14,*,*,0,*,0.05,0.05,0.11,0.07,*,0.24,*,*,0.09,*,0.17,2827,2821,35,12,35,82,NA,142905,128610,1890,690,1935,4890,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.44,0.06,NA,NA,NA,*,*,*,NA,NA,22,0.9,0.04,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148308,"AUXILIUM HEALTHCARE SERVICES, INC",BLOOMINGDALE,60108,1283,2229,108157,0.04,0.14,0.41,0.08,5566356.14,6720235.26,6810875.4,0,NA,NA,0,0.54,0.01,71,0.37,0.63,0.58,0.29,0.02,0.1,0,0.01,2.1,5.9,0.16,0.41,0.18,0.09,0.37,0.38,0.25,0.48,0.49,0.6,**,0.5,0.15,0.64,0.21,0.1,0.01,0.01,*,0.07,0.02,0.04,0.05,0.05,0.03,0.18,0.03,0.03,0.07,0.04,0.28,18031,11708,4057,489,206,2350,NA,930180,539685,191235,24660,12825,125235,NA,NA,NA,NA,NA,NA,0.71,0.29,NA,NA,NA,NA,0.49,0.08,NA,NA,NA,*,*,0.01,NA,NA,117,0.64,0.17,0.16,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148309,"MAHONEY HOME HEALTHCARE SERVICE, INC",CHICAGO,60655,67,165,8798,*,*,0.7,0.16,351573.83,316373.13,321826.73,25.5,NA,NA,0,0.51,0,72,0.3,0.7,*,0.82,0,*,0,0,2,5.9,*,0.21,*,*,0.63,0.37,*,0.19,0.75,**,**,0.49,*,**,*,*,0,0,0,*,*,*,*,*,0,0.36,*,*,0.22,0,*,1189,403,*,0,*,54,NA,61080,19470,525,0,45,3270,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.16,0,NA,NA,NA,0,*,0.13,NA,NA,19,0.91,0.01,0.03,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148310,"CORLAN HOME HEALTH, INC",ARLINGTON HEIGHTS,60005,110,215,10792,*,0.18,0.55,0.12,311893.55,502820.67,511557.4,0,NA,NA,0,0.45,0,72,0.26,0.74,*,0.96,0,0,0,*,1.8,5.7,*,0.18,0.17,0.1,0.55,0.32,0.21,0.17,0.45,0.63,**,0.63,0.12,**,*,0.11,*,*,0,0,*,*,0.2,*,0,0.53,*,*,*,0,0,1510,581,110,0,*,17,NA,90585,34605,6615,0,600,1020,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.37,0,NA,NA,NA,0,0,*,NA,NA,26,0.66,0.02,0.29,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148311,"VANGUARD HEALTH & WELLNESS, LLC",DES PLAINES,60016,139,447,25302,*,*,0.81,0.47,1761373.63,1327956.73,1351304.11,931.97,NA,NA,0,0.53,0,78,0.32,0.68,0.58,0.17,*,0.2,0,*,2.3,7.2,0.27,0.46,0.17,0.09,0.56,0.39,0.23,**,0.6,0.7,**,0.71,0.16,**,0.09,0.1,*,*,0,0,*,*,*,*,*,0.5,*,0.11,*,*,*,3804,2567,256,54,*,2302,NA,187350,133020,14010,2820,525,120375,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.25,0.04,NA,NA,NA,0,0,*,NA,NA,14,0.83,0.04,0.12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148313,"BETTER CHOICE HOME HEALTH, INC",LINCOLNWOOD,60712,91,205,10640,0,*,0.65,0.12,268412.07,450565.44,458811.29,0,NA,NA,*,0.67,0,65,0.54,0.46,0.13,0.48,*,0.35,0,*,1.6,5.7,*,0.13,0.21,*,0.4,0.22,0.27,0.47,0.58,0.68,**,0.42,0.16,**,0.16,*,0,0,0,0,0,0,0.31,*,0,0.36,0,*,0.27,*,0,1562,194,42,0,*,0,NA,73890,8985,1920,0,60,0,NA,NA,NA,NA,NA,NA,0.98,0.02,NA,NA,NA,NA,0.26,*,NA,NA,NA,0,*,*,NA,NA,*,0.68,0,0.32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148314,"FIRST HORIZON HOME CARE, LLC",BURR RIDGE,60527,243,599,31987,*,0.12,0.62,0.24,1376992.3,1847175.84,1879267.91,11.38,NA,NA,0,0.65,0,71,0.4,0.6,0.1,0.73,*,0.14,0,*,2.2,6.2,0.11,0.32,0.25,0.14,0.48,0.42,0.28,0.34,0.57,0.6,**,0.62,0.15,**,0.07,0.13,*,*,0,*,*,*,0.61,*,0,0.15,0,*,*,*,0,4163,4498,251,0,55,26,NA,198165,208770,12360,0,3270,1545,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.26,*,NA,NA,NA,0,0,0.08,NA,NA,46,0.44,0.13,0.35,0.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148315,"ALEDLI HOME HEALTHCARE, INC",CLARENDON HILLS,60514,117,261,14143,*,0.12,0.58,0.2,499588.3,682106.23,693749.12,935.86,NA,NA,0,0.46,0,77,0.33,0.67,0.44,0.23,*,0.25,0,*,1.9,6.2,0.17,0.28,0.25,0.11,0.42,0.39,0.38,0.28,0.56,0.63,**,0.62,0.23,0.73,*,0.11,*,*,0,*,*,0,0.22,*,*,0.12,*,*,0.15,*,*,2300,855,115,*,17,329,NA,131190,41280,5370,525,900,19575,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.29,0.07,NA,NA,NA,*,0,*,NA,NA,15,0.66,0.05,0.27,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148316,"EXCELLENT CARE HEALTH SERVICES, INC",ROSELLE,60172,72,191,10719,*,*,0.76,0.29,333121.91,487695.91,496164.14,0,NA,NA,0,0.69,0,68,0.39,0.61,*,0.93,0,*,0,*,1.6,5.8,*,0.26,0.36,*,0.43,0.25,0.21,0.24,0.54,0.69,**,0.57,*,**,*,*,*,*,0,0,0,*,0.22,*,0,0,*,*,0.15,*,0,1426,799,*,0,28,0,NA,79860,37560,300,0,1530,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.23,*,NA,NA,NA,0,0,*,NA,NA,*,0.65,0,0.35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,IL,HH,148317,"TEC HOME HEALTH, LLC",NILES,60714,15,31,1429,*,*,*,*,65463.3,71336.36,72588.6,0,NA,NA,0,*,0,89,*,*,1,0,0,0,0,0,1.7,5.2,*,*,0,*,*,*,*,*,*,*,0.73,*,*,*,*,0,0,0,0,*,0,*,0,*,0,*,0,0,*,*,0,287,85,32,*,0,31,NA,17925,3960,1470,135,0,1860,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,*,*,NA,NA,NA,*,0,0,NA,NA,*,0.75,0.04,0.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
