CAEMP25N Total full-time and part-time employment by NAICS industry 1
CAEMP25N Total full-time and part-time employment by NAICS industry 1
Metropolitan Statistical Area
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",342,347,336,325,334,332,326,327,323,339,292,288,286,287,290,294,299,305
27620,"Jefferson City, MO (Metropolitan Statistical Area)",820,858,855,828,810,810,830,855,890,904,840,816,812,831,829,825,807,819
27740,"Johnson City, TN (Metropolitan Statistical Area)",2044,2061,2008,2021,2093,2154,2264,2433,2597,2668,2654,2683,2717,2744,2831,2852,2932,2939
27780,"Johnstown, PA (Metropolitan Statistical Area)",1269,1283,1298,1297,1261,1283,1308,1301,1281,1374,1234,1077,969,1035,1036,1022,1013,968
27860,"Jonesboro, AR (Metropolitan Statistical Area)",504,522,510,485,483,456,449,459,448,526,434,424,385,377,381,383,391,394
27900,"Joplin, MO (Metropolitan Statistical Area)",493,505,488,481,473,467,485,505,496,505,474,449,439,440,434,431,434,438
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",530,604,800,762,763,777,807,879,880,978,884,872,855,826,812,839,867,856
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",1179,1204,1170,1112,1074,1079,1057,1023,1007,1033,849,822,749,739,700,674,691,683
28100,"Kankakee, IL (Metropolitan Statistical Area)",336,340,336,322,302,268,266,270,264,281,251,237,229,229,237,237,234,252
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",27152,27864,27584,27212,26798,26366,26396,26827,27483,28991,28543,27575,26729,26634,27177,27708,27761,27884
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",1292,1366,1421,1441,1293,1274,1281,1286,1324,1446,1309,1290,1242,1209,1228,1253,1256,1224
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",7780,8037,7777,6741,7429,8871,8831,10088,10851,11448,11777,11422,10811,10452,10415,10711,10860,10868
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",1254,1325,1305,1266,1235,1202,1207,1169,1162,1205,1071,1015,949,894,882,882,888,881
28740,"Kingston, NY (Metropolitan Statistical Area)",466,513,499,495,481,480,470,468,460,511,420,425,442,451,465,472,443,420
28940,"Knoxville, TN (Metropolitan Statistical Area)",5798,6004,5909,5765,5718,5719,5775,5758,5763,6031,5745,5677,5545,5390,5319,5347,5403,5400
29020,"Kokomo, IN (Metropolitan Statistical Area)",315,312,293,289,291,285,285,277,268,276,252,247,234,220,196,186,185,189
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",564,574,574,551,546,542,541,559,561,576,546,545,528,531,526,542,548,546
29180,"Lafayette, LA (Metropolitan Statistical Area)",1469,1503,1514,1492,1471,1495,1464,1459,1489,1632,1435,1424,1354,1346,1367,1385,1418,1413
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",680,706,702,687,690,700,704,691,699,768,659,621,587,563,555,545,538,535
29340,"Lake Charles, LA (Metropolitan Statistical Area)",648,660,662,665,653,693,634,625,636,739,583,570,551,549,543,566,564,555
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",502,511,525,521,526,518,516,508,527,677,510,506,488,463,463,449,461,444
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",1383,1396,1353,1345,1361,1371,1377,1378,1378,1595,1183,1136,1068,1016,1065,1087,1094,1205
29540,"Lancaster, PA (Metropolitan Statistical Area)",1646,1649,1558,1474,1487,1502,1522,1499,1468,1529,1307,1238,1209,1221,1215,1252,1280,1288
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",2952,2987,2964,2862,2695,2606,2609,2597,2627,2541,2289,2241,2135,2059,2047,2060,2136,2109
29700,"Laredo, TX (Metropolitan Statistical Area)",1988,2152,2245,2278,2211,2221,2390,2783,3092,3418,3346,3426,3386,3312,3233,3324,3370,3486
29740,"Las Cruces, NM (Metropolitan Statistical Area)",3351,3507,3504,3474,3557,3622,3714,3858,4051,4274,4060,3881,3757,3632,3506,3466,3401,3353
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",8969,9857,10666,10738,11069,11163,11223,11486,11711,12390,11747,12312,12515,12361,12710,12952,13091,13304
29940,"Lawrence, KS (Metropolitan Statistical Area)",557,573,565,571,535,510,508,520,513,526,472,481,460,424,428,442,442,430
30020,"Lawton, OK (Metropolitan Statistical Area)",3401,3345,3273,3276,3502,3664,3629,3758,4066,4752,4571,4485,4348,4188,4079,4040,3892,3929
30140,"Lebanon, PA (Metropolitan Statistical Area)",1928,2061,2127,2266,2154,2202,2360,2508,2476,2621,2582,2901,2829,2961,3022,3130,3188,3134
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",241,251,257,246,230,236,240,225,253,280,256,245,244,257,250,252,248,250
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",356,353,293,320,319,324,317,321,362,326,291,279,265,257,259,273,277,268
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",4506,4563,4470,4405,4388,4370,4441,4627,4594,4783,4579,4495,4456,4433,4448,4535,4554,4561
30620,"Lima, OH (Metropolitan Statistical Area)",465,457,431,422,416,413,411,402,404,406,330,327,324,326,321,327,324,328
30700,"Lincoln, NE (Metropolitan Statistical Area)",2667,2832,2832,2819,2772,2726,2716,2862,3022,3051,2931,3007,3059,3136,3272,3264,3348,3433
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",9465,9466,9421,9248,9146,9061,9067,9255,9516,9854,9558,9500,9558,9537,9660,9620,9543,9660
30860,"Logan, UT-ID (Metropolitan Statistical Area)",382,404,418,430,416,415,403,401,412,419,389,381,376,375,372,378,376,372
30980,"Longview, TX (Metropolitan Statistical Area)",618,624,613,617,616,608,603,609,633,832,594,567,567,591,597,609,605,595
31020,"Longview, WA (Metropolitan Statistical Area)",253,259,260,259,255,241,222,227,238,259,233,229,225,222,226,221,224,224
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",64830,66466,67862,66719,65276,64265,63536,63123,62520,65195,60941,59590,58626,58207,59116,59668,59908,59035
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",10036,9230,9392,9020,9142,9211,9353,9855,10348,11574,9580,9007,9017,8608,8622,8820,8986,9204
31180,"Lubbock, TX (Metropolitan Statistical Area)",1275,1324,1327,1297,1324,1345,1332,1339,1386,1499,1370,1354,1328,1308,1334,1341,1378,1375
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",837,863,848,848,817,795,789,792,779,833,730,678,575,557,564,555,563,567
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1537,1731,1541,1503,1415,1358,1352,1352,1383,1499,1185,1169,1169,1121,1131,1139,1151,1125
31460,"Madera, CA (Metropolitan Statistical Area)",333,351,344,325,418,309,310,318,322,359,315,314,311,322,309,310,299,304
31540,"Madison, WI (Metropolitan Statistical Area)",4759,4900,5001,5081,5004,5026,5140,5260,5332,5468,5449,5494,5466,5410,5421,5534,5499,5573
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",4043,4071,4021,3983,4016,3981,3928,3965,3940,3947,3883,3940,3900,3870,4017,4013,3985,4099
31740,"Manhattan, KS (Metropolitan Statistical Area)",2685,2762,2798,2891,2956,3251,3227,3447,3807,4153,4225,4180,3937,3717,3761,3746,3742,3760
31860,"Mankato, MN (Metropolitan Statistical Area)",446,445,433,414,422,411,397,390,392,395,361,341,303,288,284,288,294,297
31900,"Mansfield, OH (Metropolitan Statistical Area)",668,677,663,620,631,611,634,649,635,721,630,611,554,587,626,638,643,664
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2563,2686,2750,2753,2709,2738,2874,3065,3287,3716,3476,3583,3777,3889,4061,4281,4414,4485
32780,"Medford, OR (Metropolitan Statistical Area)",1686,1726,1756,1756,1683,1630,1679,1740,1739,1782,1696,1697,1686,1717,1832,1803,1761,1781
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",16005,16656,16494,15577,15198,14768,14471,15007,14962,15306,14747,14537,14339,13939,13988,14014,14030,14075
32900,"Merced, CA (Metropolitan Statistical Area)",626,814,829,803,765,745,760,768,772,821,762,758,746,757,763,781,773,751
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",30779,32208,34190,34309,34616,34098,33946,34018,34153,36741,34304,33984,33758,33233,33543,33969,34203,34494
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",225,233,224,218,224,221,210,208,204,220,176,169,172,172,171,170,182,177
33220,"Midland, MI (Metropolitan Statistical Area)",177,175,168,164,161,160,165,161,161,170,141,138,136,138,146,147,158,156
33260,"Midland, TX (Metropolitan Statistical Area)",568,592,632,599,581,587,581,616,658,672,581,550,524,526,553,574,572,562
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",11038,11279,11377,11096,11034,11021,10996,10826,11090,11224,10608,10543,10525,10536,10677,10689,10672,10618
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",21337,21242,22454,22136,22309,22377,22019,22325,22216,22418,21115,20623,20372,20277,20585,21061,21366,21263
33540,"Missoula, MT (Metropolitan Statistical Area)",1404,1524,1560,1527,1453,1431,1398,1376,1422,1604,1393,1373,1338,1315,1349,1353,1399,1426
33660,"Mobile, AL (Metropolitan Statistical Area)",2432,2540,2555,2574,2558,2520,2597,2583,2678,3012,2727,2679,2669,2626,2633,2637,2617,2613
33700,"Modesto, CA (Metropolitan Statistical Area)",1170,1214,1233,1220,1223,1227,1128,896,884,992,876,869,849,818,829,846,869,842
33740,"Monroe, LA (Metropolitan Statistical Area)",667,684,695,686,668,671,664,671,670,779,646,606,586,578,570,587,586,586
33780,"Monroe, MI (Metropolitan Statistical Area)",258,268,263,261,257,260,257,253,263,278,238,224,221,219,228,234,244,243
33860,"Montgomery, AL (Metropolitan Statistical Area)",6920,6980,6670,6670,6701,6703,6591,6599,6804,7131,6998,6783,6541,6283,6397,6509,6591,6497
34060,"Morgantown, WV (Metropolitan Statistical Area)",1528,1575,1529,1558,1760,1799,1850,1864,1915,2020,1867,1873,1925,2085,2100,2109,2073,2017
34100,"Morristown, TN (Metropolitan Statistical Area)",364,370,363,352,347,341,363,361,370,391,342,339,336,336,329,343,357,361
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",409,428,427,420,429,418,419,420,430,455,408,381,373,368,388,411,410,392
34620,"Muncie, IN (Metropolitan Statistical Area)",403,405,384,368,360,360,365,367,371,357,336,313,290,281,283,289,299,305
34740,"Muskegon, MI (Metropolitan Statistical Area)",396,409,416,398,378,373,366,363,366,433,338,332,333,335,338,348,359,365
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",803,833,869,884,904,912,933,971,997,1183,1022,1031,1007,1005,1040,1080,1161,1236
34900,"Napa, CA (Metropolitan Statistical Area)",290,291,281,265,277,267,265,269,271,292,224,219,223,215,207,219,228,221
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",658,679,679,673,676,678,679,664,673,760,663,655,637,628,642,675,707,722
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",11339,11560,11592,11646,11604,11655,11677,12042,12585,13384,12887,12724,12631,12710,13021,13300,13401,13478
35100,"New Bern, NC (Metropolitan Statistical Area)",5919,5930,5844,6021,6014,5831,5618,5591,5668,5767,5771,5594,5436,5402,5694,5871,5847,5905
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",6627,6678,6505,6361,6309,6214,5862,5824,5764,5975,5570,5493,5378,5332,5412,5452,5476,5518
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",15839,16129,16273,16000,15429,12598,12093,12432,12777,13068,12441,12179,12028,11759,11834,12329,12650,12969
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",134852,135159,132914,129430,127532,125881,125883,124054,123064,127040,112935,108815,107059,105589,106246,107267,107191,104784
35660,"Niles, MI (Metropolitan Statistical Area)",437,433,418,404,392,394,374,371,368,396,332,317,307,312,316,324,332,334
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",1964,2039,2047,1982,1966,1948,1947,1972,1975,2183,1819,1763,1764,1914,1917,1945,2044,2035
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",2682,2783,2449,2325,2331,2392,2605,2640,2734,2664,2569,2592,2545,2509,2727,2753,2786,2803
36100,"Ocala, FL (Metropolitan Statistical Area)",706,739,720,699,687,716,713,735,742,933,719,699,689,673,670,691,694,692
36140,"Ocean City, NJ (Metropolitan Statistical Area)",385,403,406,404,424,432,456,479,467,527,441,440,438,446,442,444,450,452
36220,"Odessa, TX (Metropolitan Statistical Area)",205,206,191,185,188,182,176,179,178,217,165,153,149,164,178,196,198,195
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",18545,20439,19643,19187,19478,19739,19431,19130,19420,20126,19798,19242,18824,18583,18606,19272,19319,19371
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",26358,27241,26911,26992,26613,26448,26353,25754,26239,28190,28429,28261,27629,27020,27562,28483,28962,29293
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",1026,1019,999,986,993,969,967,958,960,1010,904,884,872,867,863,863,879,871
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",8400,8695,8992,9060,8905,8969,8749,8799,9016,9482,9447,9528,9405,9413,9415,9485,9500,9504
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",10016,10422,11142,11284,11864,11430,11465,11783,12092,12778,12011,12346,12397,12586,12962,14022,14589,14606
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",578,573,558,545,539,522,521,518,501,531,466,455,432,401,407,416,429,416
36980,"Owensboro, KY (Metropolitan Statistical Area)",369,373,375,362,360,353,345,346,340,367,318,301,292,294,306,312,314,314
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",7723,7867,7831,7794,7687,7508,7328,7323,7398,7822,7409,7183,7082,6914,7170,7337,7271,7329
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",5627,5688,5745,5972,6096,6160,6208,6209,6283,6755,6417,6270,6251,6154,6272,6374,6423,6431
37460,"Panama City, FL (Metropolitan Statistical Area)",3001,3119,3199,3243,3230,3182,3180,3304,3534,3796,3861,3803,3671,3606,3770,3847,3858,3916
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",1935,2010,2016,2040,2091,2195,2265,2252,2242,2266,2219,2168,2175,2202,2304,2430,2492,2427
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",7226,6960,6927,6770,6730,6740,6586,6523,6555,7247,6911,6853,6677,6555,6606,6728,6700,6672
37900,"Peoria, IL (Metropolitan Statistical Area)",2952,3027,2913,2773,2655,2420,2415,2386,2345,2537,2407,2359,2343,2331,2370,2377,2333,2260
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",58770,60257,60385,59926,58805,57038,56270,56157,56389,57922,54835,53464,52190,51292,51230,51471,51533,51271
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",19982,20681,21684,21711,21844,21695,21547,22585,23079,24086,22206,21737,21628,21461,21843,22244,22744,22641
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",1634,1724,1837,1918,2016,2009,1965,2058,2154,2179,1925,1820,1679,1555,1517,1519,1462,1405
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",19275,19710,19849,19275,18865,19000,18708,18789,18621,19484,18393,17908,17451,17609,17857,18024,18198,18192
38340,"Pittsfield, MA (Metropolitan Statistical Area)",483,488,467,448,447,442,437,438,452,501,389,360,365,367,373,390,389,384
38540,"Pocatello, ID (Metropolitan Statistical Area)",533,554,570,570,571,565,577,581,582,608,592,589,559,549,577,576,576,585
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",7855,8179,8278,8170,7906,8162,8058,8180,8349,8324,8071,8082,7925,7931,8338,8750,8970,9219
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",17493,17859,18477,18436,18349,17950,17985,18352,18591,18622,18111,17935,17886,17856,17942,18298,18395,18329
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",860,898,896,907,946,947,981,1017,1081,1302,1023,1023,1032,1000,1000,1014,1018,1027
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",6634,7207,6864,6351,6408,6410,6458,6505,6564,6777,6517,6356,5992,5879,5893,5966,5881,5771
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",1170,1220,1243,1232,1215,1204,1203,1337,1439,1551,1447,1373,1372,1409,1497,1556,1603,1503
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",11568,11629,11521,11202,11187,11260,11150,11259,11580,12052,11433,11401,11270,11333,11623,11891,12070,12261
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",1112,1139,1110,1068,1058,1057,1041,1046,1087,1218,999,980,948,933,945,997,1040,1079
39380,"Pueblo, CO (Metropolitan Statistical Area)",664,889,889,941,969,954,959,1004,927,1038,1007,1009,1014,1034,1097,1105,1106,1094
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",262,262,249,277,278,314,265,268,280,485,326,307,312,323,334,332,309,328
39540,"Racine, WI (Metropolitan Statistical Area)",404,409,394,385,396,400,396,412,398,372,366,342,332,332,345,349,354,376
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",4657,5005,5082,5074,5091,5116,5322,5537,5474,5835,5534,5433,5416,5446,5520,5696,5951,6026
39660,"Rapid City, SD (Metropolitan Statistical Area)",2466,2573,2611,2597,2623,2640,2621,2687,2914,2989,2962,2921,2863,2864,2905,2934,2996,2991
39740,"Reading, PA (Metropolitan Statistical Area)",1195,1198,1205,1175,1158,1161,1194,1195,1171,1227,1098,1041,934,910,915,925,944,933
39820,"Redding, CA (Metropolitan Statistical Area)",1204,1285,1316,1322,1289,1246,1224,1234,1271,1512,1395,1359,1306,1299,1311,1314,1315,1300
39900,"Reno, NV (Metropolitan Statistical Area)",3153,3294,3443,3428,3388,3360,3402,3526,3588,3715,3504,3517,3523,3486,3552,3653,3733,3744
40060,"Richmond, VA (Metropolitan Statistical Area) *",14865,15331,15079,15068,14809,14803,14575,14588,15084,15781,15938,16140,16255,16116,16423,16829,16816,16963
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",16450,17634,17823,18135,18850,18939,19040,19692,20903,22916,21386,20789,20496,20380,20437,20620,20830,20934
40220,"Roanoke, VA (Metropolitan Statistical Area) *",3848,3763,3586,3574,3588,3552,3700,3866,4054,4088,3874,3879,4005,3970,3872,3831,3858,3859
40340,"Rochester, MN (Metropolitan Statistical Area)",1079,1116,1147,1117,1102,1113,1131,1127,1125,1183,1087,1064,1008,991,996,989,971,937
40380,"Rochester, NY (Metropolitan Statistical Area)",4709,4966,4925,4729,4747,4706,4677,4851,4843,5017,4569,4514,4546,4620,4693,4842,4901,5012
40420,"Rockford, IL (Metropolitan Statistical Area)",1197,1199,1167,1154,1160,1135,1117,1109,1120,1207,1074,1028,924,899,882,889,897,892
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",575,568,550,530,521,523,510,504,499,527,418,416,393,383,377,384,388,372
40660,"Rome, GA (Metropolitan Statistical Area)",245,266,261,253,253,256,253,247,244,262,230,214,211,206,207,207,202,203
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",12465,12871,12982,12745,12832,12673,12426,13733,13957,14773,14107,13874,13706,13625,13811,14180,14318,14241
40980,"Saginaw, MI (Metropolitan Statistical Area)",1321,1327,1350,1313,1278,1251,1233,1207,1414,1608,1512,1492,1453,1419,1420,1462,1458,1483
41060,"St. Cloud, MN (Metropolitan Statistical Area)",1571,1536,1541,1586,1613,1645,1700,1879,2118,2100,2139,2141,2192,2252,2303,2320,2392,2473
41100,"St. George, UT (Metropolitan Statistical Area)",478,495,498,491,481,477,485,504,548,615,553,567,564,556,558,573,583,591
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",640,662,596,603,628,628,656,643,621,671,620,596,582,604,606,636,637,642
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29944,30966,30641,30059,29912,29835,29331,29576,30815,31214,29974,29145,28605,28292,28249,28460,28568,28370
41420,"Salem, OR (Metropolitan Statistical Area)",1498,1562,1553,1555,1566,1557,1560,1594,1602,1823,1490,1468,1372,1323,1351,1388,1370,1419
41500,"Salinas, CA (Metropolitan Statistical Area)",4689,4881,4833,4745,4892,4874,4970,5156,5345,5834,5936,5864,5553,5282,5184,5169,5200,5168
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",1153,1201,1181,1142,1149,1157,1146,1139,1171,1362,1112,1079,1044,1042,1072,1091,1111,1161
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",9989,10648,11432,11029,11325,11785,11877,11941,12441,13050,12494,11917,11646,11686,12398,12718,12621,12571
41660,"San Angelo, TX (Metropolitan Statistical Area)",1302,1376,1369,1351,1331,1259,1196,1260,1358,1419,1442,1354,1276,1193,1179,1216,1213,1217
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",28161,28613,28555,28791,28977,29455,29951,30603,32309,34875,35514,35275,35363,34618,34872,35692,35976,36082
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",39182,40311,41336,39874,41049,40730,41161,41867,44314,47256,47032,47100,46948,46207,46425,47296,47372,47685
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",39073,39665,38914,37812,36871,36254,35624,35024,35009,36157,33902,33203,32385,32350,32582,32727,32570,31477
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",10903,11796,11806,11598,11448,11120,11074,10613,10498,10821,10192,9975,10042,10049,10086,10170,10306,10028
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",654,655,648,642,621,646,658,661,638,676,611,611,610,543,537,556,562,552
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",562,580,560,547,532,526,540,566,554,548,513,530,525,531,530,538,543,531
42140,"Santa Fe, NM (Metropolitan Statistical Area)",1323,1302,1235,1213,1150,1126,1067,1033,1040,1182,1029,983,962,950,950,979,987,940
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",3730,3885,3882,3776,3801,3765,3701,3680,3746,4138,3999,3967,3799,3702,3617,3649,3635,3520
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",1810,1832,1777,1701,1696,1666,1714,1703,1665,1796,1567,1516,1423,1394,1371,1378,1402,1354
42340,"Savannah, GA (Metropolitan Statistical Area)",2645,2701,2774,2810,2871,2872,2876,2921,3002,3235,3205,3209,2972,2815,2887,2931,2925,2885
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",4690,4819,4800,4674,4707,4634,4647,4704,4797,4734,4354,4218,4065,4118,4211,4263,4303,4259
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",32480,33942,34708,34550,34418,34279,33991,34788,36027,37691,36719,35982,34964,34138,34105,34504,34465,33906
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",365,406,424,390,384,381,402,421,408,388,383,366,349,336,330,345,365,362
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",293,305,297,266,251,244,246,256,251,253,248,245,238,252,262,271,271,265
43100,"Sheboygan, WI (Metropolitan Statistical Area)",232,239,233,231,236,233,230,229,223,235,207,205,202,203,200,196,198,203
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",355,356,341,337,342,341,341,363,358,435,335,323,319,318,331,337,334,337
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",4556,4584,4736,4758,4700,4706,4631,4547,4631,4847,4814,4909,4884,4776,4784,4801,4805,4806
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",4237,4454,4597,4786,4943,4909,4749,4945,5206,5554,5896,5804,5560,5257,5099,5007,4833,4807
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",995,1040,1042,1020,1023,1000,1006,1008,987,1004,924,858,857,855,850,853,848,847
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",2242,2309,2381,2381,2382,2386,2445,2531,2619,2643,2561,2576,2560,2591,2645,2725,2756,2714
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",1281,1292,1319,1282,1248,1241,1234,1222,1239,1265,1090,1071,1010,962,944,950,973,953
43900,"Spartanburg, SC (Metropolitan Statistical Area)",499,514,498,490,503,515,515,511,520,570,466,462,467,490,505,533,546,564
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",4774,4979,5102,5030,4967,4946,4963,5083,5154,5072,4929,4888,4798,4836,4921,5014,5040,5129
44100,"Springfield, IL (Metropolitan Statistical Area)",2164,2198,2169,2072,2030,2024,2053,2020,1971,2102,1959,1926,1865,1790,1819,1822,1826,1769
44140,"Springfield, MA (Metropolitan Statistical Area)",6869,6545,6253,6273,6278,6223,6180,6061,5890,5839,5554,5515,5405,5414,5409,5437,5519,5414
44180,"Springfield, MO (Metropolitan Statistical Area)",2468,2573,2582,2525,2525,2533,2772,2825,2670,2665,2526,2478,2363,2343,2423,2471,2473,2470
44220,"Springfield, OH (Metropolitan Statistical Area)",637,644,620,615,608,593,648,700,717,714,577,546,545,551,563,564,574,560
44300,"State College, PA (Metropolitan Statistical Area)",446,452,480,461,464,449,455,456,469,547,443,443,442,450,458,465,477,480
44420,"Staunton, VA (Metropolitan Statistical Area) *",312,340,319,300,304,306,288,290,305,314,278,276,256,256,258,274,275,288
44700,"Stockton, CA (Metropolitan Statistical Area)",3943,4151,3965,3974,3967,3929,3961,3932,4133,4361,4040,3937,3524,3142,3064,3094,3085,3080
44940,"Sumter, SC (Metropolitan Statistical Area)",1196,1195,1199,1183,1224,1246,1262,1296,1386,1338,1372,1536,1547,1343,1271,1261,1270,1312
45060,"Syracuse, NY (Metropolitan Statistical Area)",4825,4526,4600,4514,4444,4465,4623,4628,4604,4924,4731,4739,4741,4749,4845,4922,4978,5037
45220,"Tallahassee, FL (Metropolitan Statistical Area)",1906,1990,1988,1953,1953,1931,1901,1970,1985,2113,1937,1919,1963,1951,1961,2025,2091,2076
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",18349,19020,19542,19838,20832,21034,21134,21938,22469,23953,22566,22219,22179,22221,22733,23281,23590,23696
45460,"Terre Haute, IN (Metropolitan Statistical Area)",1494,1501,1459,1471,1585,1571,1575,1471,1450,1472,1400,1402,1335,1306,1326,1329,1342,1299
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",3207,3390,3387,3743,4511,4418,4579,5241,5344,5238,4975,4995,4352,3933,4309,4185,3903,3705
45540,"The Villages, FL (Metropolitan Statistical Area)",1027,1154,1119,1110,1208,1363,1384,1403,1425,1510,1541,1541,1598,1603,1611,1672,1734,1637
45780,"Toledo, OH (Metropolitan Statistical Area)",2655,2634,2612,2574,2523,2511,2492,2468,2459,2662,2500,2479,2427,2373,2324,2406,2428,2421
45820,"Topeka, KS (Metropolitan Statistical Area)",3022,3037,3002,2995,2870,2952,2982,3089,3543,3911,3745,3711,3656,3647,3655,3656,3646,3666
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",2885,2990,2886,2601,2415,2438,2446,2404,2382,2502,2406,2341,2376,2361,2363,2335,2346,2253
