CAEMP25S Total Full-Time and Part-Time Employment by SIC Industry 1/,,,,,,,,,,,,,,
(Number of jobs) ,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",10,Total employment (number of jobs),4719223,4690670,4668331,4745984,4860416,4989418,5072565,5159787,5291308,5357397,5462648
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",920,        Military,53720,51794,47284,44417,43353,44168,45297,44560,45389,45914,45366
17020,"Chico, CA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17020,"Chico, CA (Metropolitan Statistical Area)",10,Total employment (number of jobs),84276,85153,84849,84708,88262,89235,91583,93148,94625,97199,98639
17020,"Chico, CA (Metropolitan Statistical Area)",920,        Military,517,518,499,475,450,425,428,404,402,394,390
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",10,Total employment (number of jobs),1020680,1022045,1032358,1048976,1077549,1108193,1137723,1165732,1201335,1221846,1242902
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",920,        Military,7463,7399,7297,6808,6338,6115,5861,5822,5647,5575,5711
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",10,Total employment (number of jobs),91116,91608,100787,103964,106901,111466,113678,116127,116885,121792,124843
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",920,        Military,18877,18285,24326,23573,23556,24494,24193,24573,24534,24938,24768
17420,"Cleveland, TN (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17420,"Cleveland, TN (Metropolitan Statistical Area)",10,Total employment (number of jobs),43815,43128,44380,45808,46481,48418,50123,51829,51846,52450,52528
17420,"Cleveland, TN (Metropolitan Statistical Area)",920,        Military,527,525,496,469,439,419,417,417,397,387,416
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",10,Total employment (number of jobs),1206598,1192489,1181133,1195585,1223705,1251048,1268542,1290060,1305773,1324094,1341671
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",920,        Military,8713,8550,8364,7637,7024,6763,6417,6340,6126,6057,6202
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",10,Total employment (number of jobs),35431,38117,41164,44016,48249,50172,51999,54341,55676,57772,59995
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",920,        Military,453,449,465,476,458,457,449,463,451,453,449
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",10,Total employment (number of jobs),79083,81933,83359,87560,90558,92132,93646,97342,100944,100840,104085
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",920,        Military,681,658,656,644,646,628,597,590,573,576,582
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",10,Total employment (number of jobs),235412,241791,250936,262001,279017,291270,303895,315465,326466,334576,345217
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",920,        Military,31923,32469,32279,31663,32444,31497,29389,28585,29076,28924,28758
17860,"Columbia, MO (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17860,"Columbia, MO (Metropolitan Statistical Area)",10,Total employment (number of jobs),88163,90220,92518,95607,98838,102111,105629,108004,109260,110017,113660
17860,"Columbia, MO (Metropolitan Statistical Area)",920,        Military,817,808,782,763,710,780,804,793,749,797,675
17900,"Columbia, SC (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17900,"Columbia, SC (Metropolitan Statistical Area)",10,Total employment (number of jobs),341316,336460,340420,344577,356921,369402,382266,393077,405382,413431,422563
17900,"Columbia, SC (Metropolitan Statistical Area)",920,        Military,13219,13394,14888,13318,12424,12094,14033,13427,13507,13517,15005
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",10,Total employment (number of jobs),144921,141412,144865,147349,148784,150714,155925,160463,165506,166756,169412
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",920,        Military,21409,19545,21135,19819,18574,16991,16922,17350,18466,18017,19746
18020,"Columbus, IN (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
18020,"Columbus, IN (Metropolitan Statistical Area)",10,Total employment (number of jobs),42137,42105,44050,46277,48419,49868,50171,51045,52869,52944,52846
18020,"Columbus, IN (Metropolitan Statistical Area)",920,        Military,327,326,320,309,290,275,257,249,243,242,252
18140,"Columbus, OH (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
18140,"Columbus, OH (Metropolitan Statistical Area)",10,Total employment (number of jobs),894479,898033,909049,930524,964490,1001985,1023195,1044212,1074387,1096790,1132103
18140,"Columbus, OH (Metropolitan Statistical Area)",920,        Military,6131,6133,6091,5637,5299,5192,4930,4925,4846,4864,5031
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",10,Total employment (number of jobs),171492,174811,176073,181625,185899,189560,195734,200842,204098,203469,206855
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",920,        Military,3830,3863,4354,5303,5317,5436,6406,6925,7147,7079,7011
18700,"Corvallis, OR (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
18700,"Corvallis, OR (Metropolitan Statistical Area)",10,Total employment (number of jobs),39188,39115,39372,41016,42864,44979,48096,49568,50743,50485,51408
18700,"Corvallis, OR (Metropolitan Statistical Area)",920,        Military,407,413,416,395,373,356,352,355,336,328,321
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",10,Total employment (number of jobs),91622,94263,96788,100240,105827,109725,114103,118905,122256,124906,129035
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",920,        Military,15248,15986,15843,15651,16003,16380,16104,15628,15256,15291,15090
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",10,Total employment (number of jobs),44793,44400,43742,43705,44034,44466,45200,45957,46271,46460,47376
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",920,        Military,541,527,555,542,496,481,460,433,418,414,397
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",10,Total employment (number of jobs),2507837,2529960,2542635,2616854,2708936,2814870,2923393,3057914,3176906,3284237,3417830
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",920,        Military,22056,22280,20831,17469,15952,16327,15982,15902,15604,15809,16149
19140,"Dalton, GA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19140,"Dalton, GA (Metropolitan Statistical Area)",10,Total employment (number of jobs),67995,66329,69845,73741,76724,78552,80144,81060,82126,83196,87006
19140,"Dalton, GA (Metropolitan Statistical Area)",920,        Military,436,432,469,459,439,441,431,431,433,433,400
19180,"Danville, IL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19180,"Danville, IL (Metropolitan Statistical Area)",10,Total employment (number of jobs),41527,41296,41311,40834,42042,41796,42425,42515,42324,42214,42344
19180,"Danville, IL (Metropolitan Statistical Area)",920,        Military,323,315,299,279,250,220,208,197,190,184,184
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",10,Total employment (number of jobs),40545,42388,44246,47280,50770,54511,56932,60806,64758,67472,69423
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",920,        Military,882,897,938,920,874,888,865,872,842,830,841
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",10,Total employment (number of jobs),203953,207790,207908,206295,209569,214131,218500,223429,229670,229932,231704
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",920,        Military,1893,1884,1856,1799,1664,1601,1551,1486,1393,1356,1366
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",10,Total employment (number of jobs),473295,470098,464432,469215,481730,491268,492909,499170,502538,497259,503030
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",920,        Military,12298,12183,11727,10986,10234,9801,9309,8797,8152,7896,7697
19460,"Decatur, AL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19460,"Decatur, AL (Metropolitan Statistical Area)",10,Total employment (number of jobs),65211,65427,65640,67205,67605,69872,71005,72474,74066,75040,75786
19460,"Decatur, AL (Metropolitan Statistical Area)",920,        Military,1143,1138,1162,1103,1011,1000,949,933,884,866,865
19500,"Decatur, IL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19500,"Decatur, IL (Metropolitan Statistical Area)",10,Total employment (number of jobs),64900,65857,65119,65228,65479,65836,68553,68850,68933,71554,71803
19500,"Decatur, IL (Metropolitan Statistical Area)",920,        Military,419,409,395,372,334,311,297,279,268,260,260
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",10,Total employment (number of jobs),155591,155691,156162,162045,166426,173778,177992,180114,183443,187376,192200
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",920,        Military,1240,1246,1248,1195,1114,1100,1086,1076,1060,1041,1074
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",10,Total employment (number of jobs),1084091,1108061,1129013,1174291,1223582,1259599,1304522,1362615,1421735,1465962,1523011
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",920,        Military,14877,14664,14897,14753,11385,9327,9098,8861,8832,8455,8928
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",10,Total employment (number of jobs),308022,312787,317445,322612,331027,344792,352418,357578,366381,373463,378721
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",920,        Military,2783,2762,2774,2749,2578,2595,2558,2613,2665,2666,2769
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",10,Total employment (number of jobs),2244909,2181991,2182305,2209546,2279342,2339032,2391801,2425583,2463358,2511959,2580828
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",920,        Military,15832,15368,14780,13905,12247,11673,11108,10529,9762,9704,9692
20020,"Dothan, AL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20020,"Dothan, AL (Metropolitan Statistical Area)",10,Total employment (number of jobs),66534,67078,68384,69447,69704,71949,72959,74932,75252,75357,75270
20020,"Dothan, AL (Metropolitan Statistical Area)",920,        Military,1048,1040,1059,999,911,898,852,836,792,775,778
20100,"Dover, DE (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20100,"Dover, DE (Metropolitan Statistical Area)",10,Total employment (number of jobs),58224,59918,61604,62713,63944,65999,67066,66499,67593,70155,71832
20100,"Dover, DE (Metropolitan Statistical Area)",920,        Military,5407,5526,5319,5268,5391,5358,4903,4674,4536,4560,4480
20220,"Dubuque, IA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20220,"Dubuque, IA (Metropolitan Statistical Area)",10,Total employment (number of jobs),55086,56048,56773,57566,58805,60614,60234,61363,61304,61845,62242
20220,"Dubuque, IA (Metropolitan Statistical Area)",920,        Military,522,511,507,500,461,458,448,448,439,430,444
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",10,Total employment (number of jobs),138971,142162,144448,143999,147115,150759,153572,155848,159178,162282,165422
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",920,        Military,1676,1649,1619,1521,1397,1339,1276,1260,1234,1211,1187
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",10,Total employment (number of jobs),252950,258426,265991,274063,280283,290732,301154,311495,323476,332170,339445
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",920,        Military,1554,1572,1640,1633,1689,1551,1557,1525,1512,1467,1406
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",10,Total employment (number of jobs),54242,51670,51456,52129,54504,55406,56753,58180,59561,61565,65634
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",920,        Military,459,482,494,494,502,505,503,472,453,455,452
20740,"Eau Claire, WI (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20740,"Eau Claire, WI (Metropolitan Statistical Area)",10,Total employment (number of jobs),75588,77150,78688,79787,83136,87319,90392,92863,95170,98899,99914
20740,"Eau Claire, WI (Metropolitan Statistical Area)",920,        Military,671,653,658,642,590,560,525,530,511,513,497
20940,"El Centro, CA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
20940,"El Centro, CA (Metropolitan Statistical Area)",10,Total employment (number of jobs),52121,51265,52634,55335,56933,58101,58050,59914,61395,63093,60311
20940,"El Centro, CA (Metropolitan Statistical Area)",920,        Military,598,625,611,599,571,570,542,518,538,526,521
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",10,Total employment (number of jobs),66277,63642,64628,64846,65357,66847,67246,67884,69443,70620,72649
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",920,        Military,15906,13299,13108,11781,11880,11128,10034,9635,9917,10482,11488
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",10,Total employment (number of jobs),117792,113810,117964,123339,129440,134046,133328,134160,140573,146242,147774
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",920,        Military,801,791,777,760,715,680,641,625,613,619,645
21300,"Elmira, NY (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21300,"Elmira, NY (Metropolitan Statistical Area)",10,Total employment (number of jobs),48188,47118,46818,46964,47823,47762,48771,49516,50968,51569,51377
21300,"Elmira, NY (Metropolitan Statistical Area)",920,        Military,308,295,287,268,241,226,213,204,192,187,183
21340,"El Paso, TX (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21340,"El Paso, TX (Metropolitan Statistical Area)",10,Total employment (number of jobs),269064,271145,281367,288491,295015,299334,298829,307305,313506,317940,325078
21340,"El Paso, TX (Metropolitan Statistical Area)",920,        Military,17430,15095,17444,16351,15706,13997,10290,11382,11766,11431,11624
21420,"Enid, OK (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21420,"Enid, OK (Metropolitan Statistical Area)",10,Total employment (number of jobs),31722,32187,31861,32707,33416,33519,33499,34343,34609,34232,34319
21420,"Enid, OK (Metropolitan Statistical Area)",920,        Military,1650,1509,1373,1220,1161,1176,1261,1327,1432,1477,1523
21500,"Erie, PA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21500,"Erie, PA (Metropolitan Statistical Area)",10,Total employment (number of jobs),145501,145836,146388,148918,149803,153226,154003,155708,156304,160400,163440
21500,"Erie, PA (Metropolitan Statistical Area)",920,        Military,1277,1310,1315,1270,1202,1110,1047,1006,981,976,937
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",10,Total employment (number of jobs),154526,152184,153541,156357,164297,167644,173379,177912,181115,184549,186789
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",920,        Military,1442,1432,1393,1324,1241,1205,1182,1164,1095,1077,1097
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",10,Total employment (number of jobs),161461,161774,164642,169312,174356,177218,179775,182816,183227,185640,188367
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",920,        Military,1419,1395,1372,1331,1242,1165,1094,1064,1025,1020,1046
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",,Employment by place of work,,,,,,,,,,,
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",10,Total employment (number of jobs),43739,44917,45630,46493,46423,46681,47330,48611,49469,49335,50450
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",920,        Military,8368,8574,8701,8528,7594,7569,7700,7635,7697,7584,7562
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",10,Total employment (number of jobs),96333,100109,102535,104841,109730,113090,115991,118867,121710,123691,126440
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",920,        Military,1364,1312,1379,1375,1248,1237,1190,1190,1205,1195,1226
22140,"Farmington, NM (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22140,"Farmington, NM (Metropolitan Statistical Area)",10,Total employment (number of jobs),40164,42648,43061,44491,46604,49846,50807,52569,53560,54235,54446
22140,"Farmington, NM (Metropolitan Statistical Area)",920,        Military,464,449,449,451,422,418,400,393,373,387,379
22180,"Fayetteville, NC (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22180,"Fayetteville, NC (Metropolitan Statistical Area)",10,Total employment (number of jobs),179045,177020,194280,198606,201676,207596,209134,213228,220834,223872,226368
22180,"Fayetteville, NC (Metropolitan Statistical Area)",920,        Military,41633,37493,50250,49843,49330,50015,47666,46700,45776,45091,44804
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",10,Total employment (number of jobs),132377,139455,145845,155806,164425,174737,180230,184366,187561,193627,200211
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",920,        Military,1654,1676,1697,1719,1690,1718,1718,1730,1699,1711,1721
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",10,Total employment (number of jobs),48543,49766,51643,53787,56507,58867,61574,62567,65405,66761,69832
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",920,        Military,378,374,375,352,335,318,300,297,285,279,283
22420,"Flint, MI (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22420,"Flint, MI (Metropolitan Statistical Area)",10,Total employment (number of jobs),201117,196856,195695,195165,205760,214744,218418,218542,217360,214621,215500
22420,"Flint, MI (Metropolitan Statistical Area)",920,        Military,1393,1346,1296,1218,1084,1035,983,930,862,855,859
22500,"Florence, SC (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22500,"Florence, SC (Metropolitan Statistical Area)",10,Total employment (number of jobs),93814,94063,95003,96466,98121,100459,102855,106126,107187,107966,108664
22500,"Florence, SC (Metropolitan Statistical Area)",920,        Military,1271,1263,1275,1249,1207,1155,1130,1102,1081,1009,978
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",10,Total employment (number of jobs),64761,66343,67141,68977,69508,72519,73172,73294,71742,71492,71922
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",920,        Military,1146,1141,1163,1103,1008,995,944,927,879,854,851
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",10,Total employment (number of jobs),51402,51910,52863,54466,55863,56839,57633,57950,59514,59881,60814
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",920,        Military,446,431,431,420,387,368,346,349,337,338,326
22660,"Fort Collins, CO (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22660,"Fort Collins, CO (Metropolitan Statistical Area)",10,Total employment (number of jobs),105353,110094,113837,121231,128209,134280,143321,148781,154951,159167,166868
22660,"Fort Collins, CO (Metropolitan Statistical Area)",920,        Military,799,802,841,794,794,717,744,739,730,690,755
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",10,Total employment (number of jobs),105059,107737,110073,115420,118989,123379,125863,127286,129066,131182,133529
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",920,        Military,1434,1405,1392,1369,1296,1296,1282,1338,1371,1340,1332
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",10,Total employment (number of jobs),217786,216692,220647,223960,228361,233165,235092,239764,244426,244700,247124
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",920,        Military,1710,1688,1652,1600,1483,1392,1310,1271,1237,1244,1287
23420,"Fresno, CA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
23420,"Fresno, CA (Metropolitan Statistical Area)",10,Total employment (number of jobs),342583,351296,347643,356938,364559,377757,384048,379588,392386,395669,400136
23420,"Fresno, CA (Metropolitan Statistical Area)",920,        Military,2017,2044,1998,1914,1828,1728,1742,1660,1625,1569,1546
23460,"Gadsden, AL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
23460,"Gadsden, AL (Metropolitan Statistical Area)",10,Total employment (number of jobs),43565,43913,44463,46081,46709,47735,48513,49701,49727,49023,49443
23460,"Gadsden, AL (Metropolitan Statistical Area)",920,        Military,877,866,875,817,746,729,691,679,640,621,615
23540,"Gainesville, FL (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
23540,"Gainesville, FL (Metropolitan Statistical Area)",10,Total employment (number of jobs),124697,125671,126156,131965,136299,140765,144926,146908,152389,155906,160520
23540,"Gainesville, FL (Metropolitan Statistical Area)",920,        Military,784,794,789,758,711,710,716,699,672,654,670
23580,"Gainesville, GA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
23580,"Gainesville, GA (Metropolitan Statistical Area)",10,Total employment (number of jobs),55485,55068,56420,60311,64802,67737,69621,71817,74904,77324,81590
23580,"Gainesville, GA (Metropolitan Statistical Area)",920,        Military,425,429,471,471,456,465,464,472,485,495,467
23900,"Gettysburg, PA (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
23900,"Gettysburg, PA (Metropolitan Statistical Area)",10,Total employment (number of jobs),37551,37987,38543,38395,39636,40120,40211,40491,43308,44773,46362
23900,"Gettysburg, PA (Metropolitan Statistical Area)",920,        Military,365,368,365,357,340,318,303,296,294,296,290
24020,"Glens Falls, NY (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24020,"Glens Falls, NY (Metropolitan Statistical Area)",10,Total employment (number of jobs),60604,59605,59655,60889,63236,64371,63799,63862,62144,63464,64595
24020,"Glens Falls, NY (Metropolitan Statistical Area)",920,        Military,379,369,362,341,307,293,276,264,250,246,241
24140,"Goldsboro, NC (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24140,"Goldsboro, NC (Metropolitan Statistical Area)",10,Total employment (number of jobs),53244,51973,52502,53661,55617,57476,57498,59127,58373,58682,59844
24140,"Goldsboro, NC (Metropolitan Statistical Area)",920,        Military,5014,5225,5050,5023,5169,5137,4837,4662,4584,4568,4593
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",10,Total employment (number of jobs),59698,61249,61836,63139,65108,66896,67548,65519,65303,64607,64457
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",920,        Military,5709,5763,5539,5474,5399,5590,5345,4889,4088,3444,3314
24260,"Grand Island, NE (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24260,"Grand Island, NE (Metropolitan Statistical Area)",10,Total employment (number of jobs),37838,38722,39668,40429,42642,42693,43958,44482,45183,45980,46005
24260,"Grand Island, NE (Metropolitan Statistical Area)",920,        Military,438,415,405,378,343,321,295,297,296,280,283
24300,"Grand Junction, CO (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24300,"Grand Junction, CO (Metropolitan Statistical Area)",10,Total employment (number of jobs),49479,50610,51414,53284,55648,58004,61078,63850,66443,68110,69890
24300,"Grand Junction, CO (Metropolitan Statistical Area)",920,        Military,387,385,393,368,363,322,335,333,328,305,330
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",10,Total employment (number of jobs),479198,477564,484587,496825,523152,550074,564463,579262,583457,594828,613988
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",920,        Military,2744,2689,2641,2520,2285,2206,2123,2035,1909,1912,1937
24420,"Grants Pass, OR (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24420,"Grants Pass, OR (Metropolitan Statistical Area)",10,Total employment (number of jobs),26838,26716,27206,27970,29344,29760,30589,31808,32339,33340,33734
24420,"Grants Pass, OR (Metropolitan Statistical Area)",920,        Military,304,307,297,287,272,267,263,263,248,245,250
24500,"Great Falls, MT (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24500,"Great Falls, MT (Metropolitan Statistical Area)",10,Total employment (number of jobs),43160,44293,44595,44940,46791,47358,47981,47438,48102,47682,47944
24500,"Great Falls, MT (Metropolitan Statistical Area)",920,        Military,4726,4770,4520,4916,4907,4698,4352,3902,3900,3937,3881
24540,"Greeley, CO (Metropolitan Statistical Area)",,Employment by place of work,,,,,,,,,,,
24540,"Greeley, CO (Metropolitan Statistical Area)",10,Total employment (number of jobs),66690,68491,69676,73905,77289,79705,82605,86239,89357,92082,95735
24540,"Greeley, CO (Metropolitan Statistical Area)",920,        Military,545,535,553,522,517,460,485,491,492,465,521
