type_code,freq_code,ref_period_id,ref_year,ref_month,period,reporter_code,reporter_iso,reporter_desc,flow_code,flow_desc,partner_code,partner_iso,partner_desc,partner2code,partner2iso,partner2desc,classification_code,classification_search_code,is_original_classification,cmd_code,cmd_desc,aggr_level,is_leaf,customs_code,customs_desc,mos_code,mot_code,mot_desc,qty_unit_code,qty_unit_abbr,qty,is_qty_estimated,alt_qty_unit_code,alt_qty_unit_abbr,alt_qty,is_alt_qty_estimated,net_wgt,is_net_wgt_estimated,gross_wgt,is_gross_wgt_estimated,cifvalue,fobvalue,primary_value,legacy_estimation_flag,is_reported,is_aggregate,dataset_name,source
C,A,20210101,2021,52,2021,276,DEU,Germany,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13967326178,FALSE,8,kg,13967326178,FALSE,13967326178,FALSE,0,FALSE,1742172303,0,1742172303,0,FALSE,TRUE,UN Comtrade,"https://comtradeapi.un.org , HS Codes: 270900,271000, 270112"
C,A,20210101,2021,52,2021,276,DEU,Germany,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24320027058,TRUE,-1,,0,FALSE,24320027058,TRUE,0,FALSE,11454509604,0,11454509604,6,FALSE,TRUE,UN Comtrade,"https://comtradeapi.un.org , HS Codes: 270900,271000, 270112"
C,A,20210101,2021,52,2021,208,DNK,Denmark,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,948427000,FALSE,8,kg,948427000,FALSE,948427000,FALSE,0,FALSE,508334709.4,,508334709.4,0,TRUE,FALSE,UN Comtrade,"https://comtradeapi.un.org , HS Codes: 270900,271000, 270112"
C,A,20210101,2021,52,2021,724,ESP,Spain,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,927901069,FALSE,8,kg,927901069,FALSE,927901069,FALSE,0,FALSE,139154304,0,139154304,0,FALSE,TRUE,UN Comtrade,"https://comtradeapi.un.org , HS Codes: 270900,271000, 270112"
C,A,20210101,2021,52,2021,724,ESP,Spain,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,271111,Liquefied Natural Gas Divestment,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2745310800,FALSE,18,TJ,151160.46,FALSE,2745310800,FALSE,0,FALSE,1438244800,0,1438244800,0,FALSE,TRUE,UN Comtrade,https://comtradeapi.un.org ; HS Code: 271111
C,A,20210101,2021,52,2021,724,ESP,Spain,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,TRUE,8,kg,3495990002,FALSE,0,TRUE,0,FALSE,1785854223,0,1785854223,6,FALSE,TRUE,UN Comtrade,"https://comtradeapi.un.org , HS Codes: 270900,271000, 270112"
C,A,20210101,2021,52,2021,233,EST,Estonia,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4103500,FALSE,8,kg,4103500,FALSE,4103500,FALSE,0,FALSE,405932.46,,405932.46,0,FALSE,TRUE,UN Comtrade,"https://comtradeapi.un.org , HS Codes: 270900,271000, 270112"
C,A,20210101,2021,52,2021,233,EST,Estonia,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,271111,Liquefied Natural Gas Divestment,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26663539,FALSE,18,TJ,1500.143,FALSE,26663539,FALSE,0,FALSE,23803568.95,,23803568.95,0,FALSE,TRUE,UN Comtrade,https://comtradeapi.un.org ; HS Code: 271111
C,A,20210101,2021,52,2021,246,FIN,Finland,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1035188221,FALSE,8,kg,1035188221,FALSE,1035188221,FALSE,0,FALSE,146406818.6,0,146406818.6,0,FALSE,TRUE,UN Comtrade,"https://comtradeapi.un.org , HS Codes: 270900,271000, 270112"
C,A,20210101,2021,52,2021,246,FIN,Finland,M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,TRUE,271111,Liquefied Natural Gas Divestment,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,142253020,FALSE,18,TJ,7049,FALSE,142253020,FALSE,0,FALSE,66749074.18,0,66749074.18,0,FALSE,TRUE,UN Comtrade,https://comtradeapi.un.org ; HS Code: 271111
